date,Last Friday Night T G I F ,Party Rock Anthem,Moves Like Jagger,Super Bass,Lighters,How To Love,Give Me Everything,Pumped Up Kicks,I Wanna Go,Good Life,Tonight Tonight,Rolling In The Deep,Headlines,The Edge Of Glory,If I Die Young,I'm On One,Remind Me,Best Thing I Never Had,Stereo Hearts,Dirt Road Anthem,Knee Deep,Motivation,You Make Me Feel   ,Just A Kiss,Cheers Drink To That,Barefoot Blue Jean Night,Country Girl Shake It For Me,Where Them Girls At,Just Can't Get Enough,Rain Over Me,She Ain't You,E T ,You And Tequila,The Lazy Song,Every Teardrop Is A Waterfall,Otis,On The Floor,Honey Bee,It Girl,Marvins Room,The Show Goes On,Am I The Only One,Out Of My Head,Who Gon Stop Me,God Gave Me You,I'm Into You,Take A Back Road,Till The World Ends,Sure Thing,My Last,Someone Like You,Take Over Control,Mr  Saxobeat,Made In America,Love You Like A Love Song,Marvin & Chardonnay,Don't Wanna Go Home,Keep Your Head Up,I Love You This Big,Long Hot Summer,Love Done Gone,Better With The Lights Off,Pretty Girls,Hello,Just Fishin',Titanium,Baggage Claim,What You Want,Quickie,In The Dark,Here For A Good Time,Never Gonna Leave This Bed,Smile,Country Must Be Country Wide,Ni**as in Paris,Easy,Man Down,We Don't Get Down Like Y'all,Drunk On You,The Adventures Of Rain Dance Maggie,California King Bed,Skyscraper,Gucci Gucci,Sparks Fly,"Save Me, San Francisco",Don't Stop The Party,Faster,On My Level,Nothing,Till I'm Gone,Unusual,Walk,Booty Wurk One Cheek At A Time,Fish,One More Drinkin' Song,You And I,Mrs  Right,No Sleep,Rumour Has It,Old Alabama,Crazy Girl,Look At Me Now,Don't You Wanna Stay,Homeboy,Best Love Song,Right There,If Heaven Wasn't So Far Away,Under And Over It,Lights,Ships In The Night,Set Fire To The Rain,John,Far Away,Oh My,Tomorrow,Mean,Who Says,Dirty Dancer,Novacane,I Smile,F**kin' Perfect,F**k You Forget You,Up All Night,Outlaw,Racks,Ballin',The Story Of Us,Hustle Hard,Blow,Firework,For The First Time,You Lie,What If,Watch Me,Country Song,Run The World Girls,Roll Up,S&M,Iridescent,Without You,Work Out,I Wouldn't Be A Man,Stitch By Stitch,Taboo,Donald Trump,Inventing Shadows,Man In The Mirror,I Won't Back Down,Written In The Stars,Little Bad Girl,Beautiful,Afraid To Sleep,Heartless,Shake Senora,Losing My Religion,Moving To Mars,Backseat,Major Minus,High,Fix You,Down On Me,Born This Way,Dog Days Are Over,Best Friend's Brother,Heart Like Mine,The Man Who Can't Be Moved,Next To You,So In Love,Price Tag,All Of The Lights,Just The Way You Are,Angel,Today Is Your Day,Jolene,I Need A Doctor,Black Horse And The Cherry Tree,The Cave,See No More,Monster,I Won't Let Go,Pause,Bleed Red,Somewhere Else,Judas,Bow Chicka Wow Wow,Bang Bang Bang,Not Over You,You,Did It On'em,Teenage Daughters,Grenade,International Love,Like My Mother Does,Colder Weather,1+1,Danza Kuduro,Cat Daddy,Sing,It Feels So Good,Light Up The World,Pretending,For Good,Rise Above 1,What The Hell,Marry The Night,"I Love New York / New York, New York",Live A Little,As Long As You're There,I Do,Rope,Hair,Moment 4 Life,A Little Bit Stronger,Pure Imagination,I Can't Love You Back,Back To Black,9 Piece,Boyfriend,My Man,Look It Up,Bring It Back,Jack Sparrow,Love Faces
2011-07-17,25,82,21,74,64,56,77,33,38,84,73,65,18,28,52,72,63,38,23,67,77,59,48,34,1,55,47,74,37,6,41,68,84,76,34,11,53,53,70,43,51,74,58,0,50,62,75,43,95,88,33,74,81,77,70,61,68,60,11,54,26,86,74,90,46,71,15,61,49,96,62,55,86,41,0,87,31,5,14,47,81,58,90,14,0,54,87,81,74,50,76,85,0,97,0,44,22,48,65,22,57,52,82,78,54,72,25,5,83,4,76,81,51,92,23,83,73,52,51,61,30,99,30,70,86,54,28,38,78,12,79,81,91,81,89,24,52,35,59,88,73,67,11,80,6,2,35,18,50,44,90,0,28,59,26,5,48,11,71,61,57,19,18,25,34,80,60,81,63,35,62,93,16,54,36,46,95,32,92,30,73,29,50,14,29,70,69,96,0,36,59,36,4,45,70,89,74,84,30,14,22,94,0,54,5,0,33,0,95,89,87,29,30,2,51,3,58,100,85,47,46,26,49
2011-07-18,20,68,22,58,58,54,60,28,29,66,57,53,21,20,52,50,66,37,19,62,74,68,30,37,1,49,43,58,33,3,29,64,67,64,25,12,42,56,58,37,48,53,75,0,48,73,46,33,66,83,28,70,73,42,61,29,48,63,16,38,43,53,56,77,27,79,12,53,51,81,62,59,83,38,0,95,27,4,22,100,70,47,78,20,25,50,74,75,62,36,88,71,78,80,0,43,26,48,54,22,56,43,60,59,48,64,19,0,77,3,63,88,40,77,19,89,60,34,38,60,38,0,24,67,74,77,23,39,66,8,69,62,89,60,70,18,46,27,48,82,87,21,12,62,9,4,18,7,45,57,80,4,24,45,20,7,35,9,79,61,53,14,17,39,46,70,49,81,48,27,58,84,23,43,27,29,68,31,96,25,75,34,35,11,20,60,51,82,0,19,45,41,4,35,67,76,45,77,18,11,22,91,0,48,5,0,47,9,95,83,84,24,30,6,10,2,49,78,74,44,43,24,29
2011-07-19,0,68,23,64,52,54,69,28,32,75,59,53,19,23,51,67,63,40,24,58,59,77,32,40,1,65,43,66,25,7,33,67,61,62,27,14,42,50,61,36,39,53,63,1,60,82,56,31,75,75,30,45,65,55,66,29,55,64,12,51,41,87,74,78,30,74,20,54,50,76,66,61,81,64,0,95,30,4,14,69,78,48,82,18,0,64,81,78,65,50,83,75,0,83,39,41,14,51,36,30,56,46,63,42,46,71,32,4,74,0,63,82,42,75,22,88,60,40,36,62,0,0,16,65,72,63,19,45,62,8,76,71,91,57,69,17,47,26,55,85,85,21,6,67,10,3,16,14,44,79,81,4,20,43,21,6,28,11,79,51,48,14,17,20,29,43,50,78,49,24,53,86,23,45,28,43,73,30,94,34,81,34,67,12,17,62,54,85,0,47,46,33,4,30,66,72,50,81,23,10,20,93,3,45,4,20,26,0,97,82,87,28,32,10,55,2,34,75,82,38,58,21,50
2011-07-20,20,71,22,57,57,52,68,31,32,75,64,57,21,23,54,62,58,39,22,57,66,75,42,36,1,65,47,63,33,9,36,63,66,60,27,15,39,53,57,32,46,56,83,0,60,71,40,32,79,84,32,61,67,41,61,44,58,83,16,55,65,66,69,77,36,79,14,48,58,78,48,64,80,65,0,92,28,0,9,37,67,35,84,12,0,64,77,71,65,48,82,74,0,84,52,41,28,54,40,28,70,46,50,60,48,56,33,4,72,3,65,80,42,78,21,90,62,35,45,60,8,0,15,67,68,54,20,44,66,9,75,61,92,62,77,18,45,29,49,81,81,53,8,59,7,3,27,32,42,93,82,4,22,41,20,12,28,8,82,51,46,15,17,30,41,71,52,81,49,28,56,83,20,35,31,22,69,25,96,39,78,20,32,12,23,61,49,85,0,19,46,34,4,48,64,74,42,80,13,8,14,91,13,48,4,0,74,0,97,83,90,25,35,3,40,2,36,73,73,33,47,18,46
2011-07-21,40,67,21,65,60,52,62,32,35,75,65,59,18,20,60,66,74,34,21,65,72,67,37,37,0,90,48,58,22,8,43,67,65,60,25,72,41,52,56,30,45,77,68,1,60,65,62,30,69,83,31,65,60,37,72,38,64,73,14,41,60,81,64,83,31,67,26,50,48,78,99,55,89,33,0,92,27,12,14,39,69,36,85,15,0,57,79,81,65,46,86,78,81,80,40,42,30,38,33,31,59,49,54,64,51,73,53,8,71,0,72,80,41,82,23,92,62,36,41,65,24,0,13,75,74,82,22,35,74,10,85,67,90,53,75,24,51,30,44,83,77,43,9,63,8,1,31,15,46,88,83,4,24,29,25,7,36,12,76,51,43,14,16,45,45,72,48,80,47,29,52,83,30,39,30,37,70,24,90,26,83,19,40,12,28,63,49,86,0,29,50,37,6,34,66,77,49,75,24,8,16,94,10,42,3,0,57,0,95,81,89,30,55,8,41,2,41,70,79,38,48,24,81
2011-07-22,0,71,22,67,68,54,81,37,37,81,70,58,22,22,63,71,64,36,22,58,65,57,46,37,5,63,84,70,28,25,40,60,70,70,26,53,46,46,65,33,41,71,73,5,58,63,48,35,72,77,28,84,76,49,70,43,51,65,12,39,38,77,71,84,29,65,4,53,55,78,44,46,81,83,0,92,32,4,15,31,64,37,85,16,0,65,81,71,68,48,71,78,0,85,0,41,39,60,39,30,60,55,72,63,42,72,35,7,72,26,65,81,42,83,22,88,67,39,43,61,25,82,13,72,65,83,15,43,67,10,69,69,91,64,84,18,47,32,45,80,70,45,9,68,7,2,28,31,43,90,87,4,26,30,23,9,40,9,77,47,53,14,18,49,41,63,49,64,51,35,55,84,18,44,37,23,73,28,93,32,90,28,38,11,25,65,79,90,0,15,53,46,5,36,66,79,55,79,19,11,20,91,11,40,4,0,48,20,92,84,91,27,38,10,38,2,28,70,75,45,64,20,23
2011-07-23,25,93,24,74,71,59,87,40,41,77,81,63,29,26,60,69,72,35,31,81,91,55,38,32,4,74,72,74,30,86,42,66,100,73,24,55,50,52,71,35,43,70,77,0,61,80,59,45,66,89,35,88,86,45,78,32,74,84,13,65,59,98,72,91,19,75,20,60,60,85,37,50,84,73,0,81,32,10,18,27,80,36,86,13,0,69,73,90,71,46,73,78,0,87,49,47,51,54,45,35,100,55,49,73,49,80,25,0,75,9,80,80,50,87,23,78,77,40,41,75,29,0,14,73,74,65,21,44,75,12,79,73,89,73,89,15,47,35,56,86,64,26,10,77,7,3,35,41,49,100,93,0,23,51,28,8,36,13,73,51,54,16,18,34,48,29,58,83,64,30,56,91,29,59,42,82,76,37,91,32,76,31,31,13,20,71,73,96,0,36,55,49,2,24,69,94,66,89,27,17,20,93,4,59,5,0,56,11,94,93,91,27,24,3,31,95,44,75,75,51,61,23,56
2011-07-24,25,87,27,80,72,58,89,42,40,76,78,64,24,26,70,64,71,34,22,72,72,58,39,37,1,84,54,85,23,100,44,62,80,74,34,41,47,53,76,37,56,54,100,0,56,75,50,37,63,92,36,89,75,43,64,65,55,56,11,39,52,83,84,90,27,73,10,60,48,92,37,41,82,49,0,90,36,5,21,25,76,33,92,14,0,71,91,93,71,41,79,81,100,92,33,45,26,57,55,18,70,51,81,72,51,72,33,3,81,9,74,82,46,95,27,82,69,45,38,69,19,0,13,92,72,69,22,30,100,11,82,76,95,76,86,18,44,32,62,91,71,27,10,78,8,2,29,14,46,92,94,10,28,65,20,8,36,6,74,58,61,16,20,40,18,89,52,98,61,33,61,94,17,51,34,27,82,23,92,30,78,28,45,12,21,72,70,96,0,18,58,49,5,47,76,94,62,89,32,11,25,97,8,59,3,0,28,0,94,99,83,33,39,19,25,100,45,82,86,54,53,26,49
2011-07-25,20,64,18,64,62,57,70,39,30,75,63,56,23,18,54,54,66,33,20,61,64,67,33,35,1,64,49,60,26,67,38,59,64,59,31,37,38,55,60,33,35,45,78,1,55,61,49,36,68,83,32,79,55,48,56,40,45,57,13,45,55,95,57,75,33,71,19,50,43,68,48,39,79,38,0,93,30,4,28,17,65,25,81,10,0,46,77,62,62,44,79,72,0,81,26,41,17,59,39,29,54,42,49,76,45,57,39,4,73,7,71,80,42,79,25,84,54,40,33,80,8,0,10,79,75,69,19,42,64,9,87,66,93,66,70,14,46,27,40,86,82,0,6,67,9,2,21,18,34,70,81,0,21,33,19,8,32,6,82,48,43,14,19,44,29,58,42,60,47,27,42,82,14,40,32,7,75,23,87,53,74,28,38,11,23,61,63,85,0,19,47,37,6,35,67,75,49,79,22,10,16,92,3,44,3,0,40,0,94,89,87,27,25,3,35,75,35,72,74,33,39,19,67
2011-07-26,20,65,24,61,71,58,73,37,34,78,65,56,23,21,56,58,68,36,21,66,82,73,43,33,11,76,39,62,19,66,36,71,63,62,28,34,40,53,63,37,37,41,76,0,62,51,56,33,55,83,30,64,61,58,68,29,51,82,15,44,56,68,62,78,21,76,18,53,49,75,67,64,85,65,0,94,30,0,23,15,64,28,83,18,25,62,80,75,63,49,85,73,0,81,13,43,42,70,40,25,59,43,53,81,56,54,26,18,71,3,74,85,100,81,26,91,59,37,51,84,8,0,11,71,65,64,14,47,61,10,78,68,98,63,81,14,47,29,38,80,84,32,13,62,9,3,30,11,37,73,83,8,23,41,33,6,31,6,83,52,49,13,18,23,26,62,47,77,51,33,49,85,35,43,27,29,70,29,89,24,97,33,28,10,18,64,76,85,0,14,46,44,3,40,65,78,50,75,16,14,15,95,7,42,4,0,37,0,98,95,90,21,41,10,40,54,35,72,79,42,39,19,46
2011-07-27,0,67,27,66,67,58,68,39,34,80,62,56,22,20,57,53,76,37,25,59,65,68,37,35,7,75,41,57,25,64,36,75,63,65,28,29,40,46,63,37,39,64,71,0,65,56,68,33,52,82,28,50,56,45,71,44,50,61,14,31,41,97,71,77,24,75,33,52,64,73,33,55,82,13,0,94,29,4,22,24,62,25,83,18,0,52,81,68,65,38,76,71,0,81,39,44,34,58,47,26,71,44,56,76,45,65,52,100,68,7,72,78,79,74,24,90,60,39,35,67,23,0,9,62,68,63,18,36,64,9,91,60,93,61,65,17,39,21,42,81,73,10,6,64,7,2,28,25,37,66,82,0,19,46,21,5,27,11,80,50,46,12,15,26,20,78,49,79,51,32,48,79,20,42,29,0,70,32,89,26,94,32,53,10,26,59,58,85,0,52,43,40,1,32,65,78,49,74,23,12,21,94,3,41,3,0,55,9,97,84,91,30,45,7,10,42,36,70,78,40,52,19,55
2011-07-28,40,65,32,63,69,52,63,38,37,83,62,56,24,18,69,57,82,39,29,57,61,66,37,33,6,61,48,61,26,63,35,68,59,68,26,27,40,47,61,36,34,66,60,1,55,58,60,32,60,82,31,58,63,56,72,34,52,85,18,54,51,94,63,77,18,75,20,46,89,78,49,49,83,73,0,89,32,8,26,17,57,26,85,17,52,58,81,69,65,56,72,72,0,80,40,44,56,44,63,25,62,44,69,83,46,69,47,65,70,21,80,80,54,80,20,89,57,39,40,71,39,0,8,72,73,76,18,34,62,9,86,69,93,60,67,14,47,26,33,83,76,21,4,70,7,1,26,22,37,66,86,12,22,47,25,7,27,10,79,50,46,12,22,29,24,44,47,78,49,29,57,86,15,49,29,29,64,25,85,24,84,21,50,12,26,62,76,86,0,38,47,43,2,25,65,76,41,74,26,9,17,93,27,40,4,0,56,0,94,85,89,23,39,11,41,28,44,69,77,28,30,21,43
2011-07-29,21,75,38,67,73,55,72,39,39,74,65,57,18,26,58,60,82,42,30,58,71,65,49,33,12,64,52,72,26,66,29,57,76,62,30,28,44,43,65,37,34,66,66,0,74,60,75,32,52,74,31,61,71,57,68,27,53,69,13,39,40,86,74,81,42,73,25,53,90,67,47,63,86,41,0,87,33,4,27,18,62,35,83,21,0,71,76,73,67,45,73,69,0,82,14,43,35,50,34,46,58,49,60,82,43,63,14,39,73,7,80,80,52,87,22,88,55,35,49,73,25,0,11,80,65,64,17,41,67,9,71,67,92,62,82,11,43,29,45,73,73,22,6,62,7,2,25,19,38,67,88,4,25,46,33,5,27,8,77,41,56,14,19,37,46,62,49,72,53,34,48,84,13,33,38,31,69,28,84,30,80,22,67,11,27,64,68,92,0,30,47,46,7,43,65,84,48,77,21,14,21,88,45,46,4,0,35,0,90,89,91,23,49,6,32,25,28,71,77,25,52,23,57
2011-07-30,0,86,42,75,79,63,88,42,45,77,81,66,20,31,75,62,93,39,29,61,69,54,57,33,5,71,61,82,29,66,38,59,76,84,30,26,51,50,69,37,56,55,80,0,59,64,66,41,65,91,38,84,82,78,82,28,71,100,18,43,83,82,92,98,27,71,23,61,100,94,100,70,89,100,0,80,38,21,22,19,71,36,98,16,66,88,92,99,76,56,73,81,0,88,100,47,46,59,46,34,57,59,55,71,54,70,50,29,73,4,88,79,62,97,21,80,65,49,43,84,10,0,9,92,71,61,21,36,76,11,78,84,90,70,77,20,49,32,56,94,66,41,10,81,6,0,35,23,40,79,97,5,27,66,28,15,27,8,75,58,64,15,19,47,26,55,58,85,63,32,63,92,22,65,40,19,81,28,90,41,70,31,41,12,28,74,83,96,0,30,55,38,5,41,71,89,57,84,14,19,24,93,55,50,7,0,57,0,91,88,91,30,37,2,26,25,52,71,95,45,56,23,40
2011-07-31,0,78,42,76,82,60,84,46,45,90,75,62,85,27,80,57,84,39,35,69,100,55,53,33,9,75,66,84,19,62,46,72,56,76,30,24,47,49,66,37,46,66,74,0,53,72,63,37,66,90,35,83,78,40,74,33,73,80,15,50,49,94,67,92,39,70,10,58,65,90,67,82,91,58,0,90,34,21,22,17,69,36,98,20,0,60,91,96,73,54,76,81,0,93,17,51,54,60,46,37,66,49,59,77,37,60,25,32,78,9,85,80,55,87,24,81,69,48,38,64,20,0,9,79,77,65,24,43,73,11,90,73,95,76,98,15,37,33,55,91,74,27,9,77,7,4,20,28,54,62,91,15,31,39,25,5,31,6,72,59,60,14,22,33,26,50,53,84,57,30,64,93,12,49,35,19,85,39,91,30,61,24,14,13,25,72,79,100,0,30,52,65,3,37,80,94,55,86,19,15,19,99,55,55,4,0,57,23,95,90,85,29,40,7,71,23,46,81,88,31,44,24,52
2011-08-01,20,71,37,66,68,53,63,44,36,75,63,50,100,20,60,46,71,34,31,52,70,62,39,35,1,71,73,73,17,51,33,62,60,60,31,24,39,40,70,37,26,48,67,0,64,59,50,31,65,80,30,71,64,55,65,30,38,57,13,56,83,77,63,78,37,80,36,57,80,79,56,54,85,72,0,94,31,16,49,13,59,30,86,22,26,57,88,70,62,54,83,73,0,86,26,44,38,42,62,31,64,42,47,65,48,61,20,21,71,7,73,80,51,77,21,90,56,41,47,80,8,0,9,77,65,59,19,40,62,9,68,61,94,62,56,14,39,29,42,86,80,53,9,56,7,2,24,26,36,53,82,8,22,26,24,5,29,8,85,55,50,11,14,22,36,44,45,46,47,30,50,80,25,39,30,51,72,26,88,31,78,29,32,12,19,61,76,83,0,29,47,36,3,28,75,79,52,73,11,9,13,94,34,42,3,0,53,0,96,84,81,28,48,7,31,19,33,69,71,37,36,23,37
2011-08-02,20,64,33,67,67,60,71,47,36,78,60,51,88,18,62,48,89,34,36,56,71,64,43,39,4,58,59,69,22,48,32,59,68,64,26,24,34,51,60,37,39,46,53,1,74,58,60,30,50,81,31,66,67,57,63,26,43,68,12,45,63,94,76,81,71,77,40,49,86,74,53,49,87,26,0,98,31,8,29,12,64,29,84,16,0,52,81,62,66,48,84,74,0,82,40,44,37,55,37,34,64,40,54,75,37,64,27,44,74,42,80,84,50,78,22,91,50,40,48,77,8,0,9,60,65,64,19,30,62,9,84,55,94,59,70,11,40,23,41,83,84,43,5,59,6,3,19,18,30,52,82,8,23,34,26,10,24,4,86,52,47,12,18,19,30,64,44,74,49,29,45,81,25,41,27,37,73,23,86,37,85,23,50,10,18,62,57,86,0,24,46,35,4,38,71,76,38,78,20,7,19,96,47,40,3,0,64,9,97,81,90,25,59,4,31,15,28,72,76,41,33,20,37
2011-08-03,0,64,34,66,65,56,61,46,33,82,58,51,63,21,65,45,85,33,31,61,73,64,45,28,16,52,57,67,24,48,32,59,71,54,31,26,33,47,69,33,37,45,65,0,66,57,47,30,58,71,32,75,66,68,61,51,41,68,11,44,38,59,75,80,42,74,35,62,75,73,62,59,87,77,0,96,31,0,14,16,60,26,87,22,0,67,74,70,65,55,86,72,0,80,13,46,67,55,64,32,58,43,35,71,39,53,6,49,72,61,76,75,43,78,21,88,48,37,39,81,38,0,9,62,66,73,20,42,60,9,69,66,95,60,67,12,39,29,38,74,80,10,8,55,7,2,20,14,36,52,82,7,17,63,18,6,27,11,86,50,54,11,13,44,38,50,45,67,41,31,42,82,24,59,27,29,68,33,87,26,81,14,45,10,23,62,67,85,0,19,41,47,5,21,65,77,46,78,18,10,15,91,26,47,2,0,51,0,93,85,92,17,27,6,15,13,40,73,79,31,46,20,40
2011-08-04,20,70,45,69,60,60,64,53,39,87,65,54,69,23,62,50,76,33,32,53,56,64,40,30,16,62,63,68,24,48,39,61,65,61,31,28,38,42,67,38,35,57,69,1,92,58,50,24,51,78,34,71,57,67,67,45,61,78,15,37,60,95,75,83,31,76,22,57,77,79,34,54,94,66,0,98,35,0,23,14,65,28,90,24,0,64,80,100,69,55,76,76,0,85,26,44,51,56,63,28,51,44,80,71,41,60,33,42,76,46,73,81,45,77,23,96,56,38,40,79,24,79,12,67,61,74,18,47,65,8,74,69,94,72,80,12,44,26,46,84,77,32,9,58,7,1,28,18,35,58,89,0,19,50,30,2,36,1,85,57,44,12,17,31,33,60,48,71,51,23,43,88,6,46,30,0,64,26,89,44,87,19,36,10,24,63,55,89,0,14,45,31,4,33,66,80,49,77,19,5,18,93,34,52,3,0,53,9,96,89,94,24,46,7,41,13,34,71,82,41,45,23,45
2011-08-05,0,63,45,82,68,55,65,57,36,88,69,55,58,22,55,45,100,32,36,52,67,55,49,31,17,94,51,72,26,51,30,58,78,58,29,28,36,38,68,39,39,65,60,1,65,50,39,34,52,85,31,76,70,63,67,42,52,74,16,48,55,82,57,87,50,77,33,54,75,86,69,64,84,34,0,88,37,8,29,15,58,23,87,19,26,73,86,62,65,52,71,77,0,83,40,44,54,55,34,24,64,45,85,52,42,62,34,30,71,100,67,78,47,77,24,86,51,39,44,68,8,0,10,56,61,65,14,35,67,9,68,61,88,65,79,12,38,30,48,86,70,11,9,62,7,2,25,19,38,56,90,0,25,43,18,5,36,9,81,57,47,12,15,27,18,37,50,57,50,30,57,84,17,36,30,45,67,27,91,31,94,19,40,10,20,63,64,86,0,29,50,36,4,40,66,82,42,80,15,9,16,89,21,49,3,0,31,0,90,89,94,19,45,7,26,11,36,73,77,27,33,22,28
2011-08-06,0,91,44,100,77,61,77,67,43,87,77,66,58,26,78,62,99,39,37,54,75,55,58,39,4,66,64,87,23,70,45,61,82,73,38,26,42,41,80,37,44,64,67,0,77,63,55,35,48,80,34,91,77,69,79,36,57,74,11,52,80,91,79,98,45,77,34,53,66,91,55,72,88,96,0,82,38,10,28,19,69,29,89,23,0,100,88,56,74,61,65,79,98,91,48,51,70,64,67,22,70,53,22,64,52,67,8,31,84,85,88,79,53,96,24,86,62,49,47,74,19,95,10,66,65,61,21,43,71,11,78,71,90,78,87,14,40,32,48,85,68,13,10,77,7,1,31,27,50,70,95,9,22,54,33,4,34,14,76,66,51,15,16,34,40,73,56,83,61,26,56,89,19,55,37,80,80,35,93,61,71,28,26,12,19,72,79,95,0,12,53,48,3,24,71,89,49,88,36,8,13,95,33,61,7,0,37,0,91,92,93,38,26,5,37,13,46,80,81,32,38,26,55
2011-08-07,0,82,56,97,81,63,73,62,43,94,72,62,54,25,71,52,94,37,41,54,63,54,50,36,11,89,63,78,25,58,42,65,71,77,33,25,41,52,83,33,42,50,71,0,76,62,52,36,62,79,35,88,81,53,80,32,50,84,15,52,43,71,79,97,33,80,36,62,72,86,73,54,92,56,0,92,35,20,28,17,76,26,95,22,0,62,92,75,76,63,74,83,0,94,95,53,52,49,80,21,70,45,48,77,39,63,24,30,84,76,86,83,50,88,23,89,66,45,44,70,9,0,10,74,64,59,23,52,71,11,80,70,92,86,90,19,50,30,47,89,69,13,5,74,7,2,20,13,37,59,95,14,26,50,29,6,31,17,76,62,56,13,16,22,21,86,53,87,62,27,61,93,9,46,36,18,76,25,94,47,68,22,43,12,22,71,72,96,0,12,55,54,5,37,71,87,56,87,22,12,26,98,28,54,4,0,45,0,98,96,88,30,31,4,25,13,39,84,88,11,46,25,45
2011-08-08,0,67,44,69,66,61,57,52,38,91,59,47,56,22,66,49,85,29,38,43,62,65,47,27,13,67,56,67,21,47,32,67,53,52,28,31,32,43,67,34,33,54,77,81,71,55,34,30,60,79,32,59,65,98,73,46,48,82,12,43,51,66,86,81,20,83,44,66,84,69,46,48,90,38,0,94,35,0,38,10,60,28,78,32,0,47,79,58,67,47,83,73,77,84,25,47,54,51,42,20,55,40,55,51,42,57,13,42,71,56,78,80,46,71,22,87,49,37,32,72,15,0,8,65,64,45,15,35,67,8,80,63,88,100,74,13,43,26,46,77,74,30,9,57,6,1,19,17,33,53,83,7,20,52,28,7,20,10,90,53,41,11,18,23,37,45,45,77,48,25,45,99,19,45,27,14,65,27,91,41,71,22,38,10,19,63,64,83,0,18,41,31,13,25,65,70,45,75,23,16,17,90,19,41,2,0,25,0,93,88,89,24,31,4,58,9,28,68,78,23,44,20,48
2011-08-09,0,60,86,66,65,58,55,53,38,86,66,51,69,18,68,42,81,30,38,42,50,58,45,33,13,56,67,60,26,48,33,65,61,55,26,27,31,39,70,32,34,59,69,76,76,47,49,24,52,72,30,60,63,90,70,25,40,70,30,47,50,63,65,80,23,81,83,100,66,67,42,42,84,43,0,94,31,31,46,11,54,29,82,23,0,48,72,62,65,42,72,71,0,79,50,43,37,60,41,31,51,38,78,71,46,61,25,33,69,33,68,77,40,71,24,88,52,30,47,62,15,0,7,56,61,58,15,34,60,8,74,62,85,60,76,13,36,26,37,71,80,0,8,55,7,1,21,17,34,56,83,7,22,44,26,2,33,5,86,54,44,10,18,29,36,45,46,69,44,21,52,87,15,44,27,28,70,28,87,33,79,16,3,9,16,62,66,83,0,36,41,29,14,29,62,70,47,78,21,15,14,90,16,43,2,20,25,9,89,84,88,25,31,8,19,8,39,69,67,32,32,23,46
2011-08-10,0,58,78,69,65,55,51,55,32,84,63,51,60,17,64,40,78,30,36,53,59,60,47,32,20,52,50,58,22,43,28,59,59,52,25,26,30,43,71,29,27,61,49,100,79,41,41,22,51,72,31,68,56,82,72,32,41,61,23,30,57,60,74,82,29,88,100,77,75,67,54,42,87,32,0,93,33,16,99,12,50,27,82,99,25,55,78,65,69,49,75,71,0,80,38,46,61,63,53,27,58,38,45,40,46,52,38,12,69,27,70,77,43,73,25,88,52,31,34,75,23,0,6,57,67,53,16,33,65,8,68,59,87,67,72,8,39,23,45,81,78,0,6,58,8,1,23,21,32,49,87,7,19,55,23,5,30,7,87,52,42,11,16,27,20,42,46,68,48,23,52,81,13,41,28,35,68,29,87,48,89,24,28,9,17,62,64,84,0,18,41,36,13,25,65,72,51,76,18,12,19,90,6,41,3,0,61,0,92,93,88,23,22,4,29,8,33,70,71,47,32,20,38
2011-08-11,59,61,78,67,67,58,57,64,33,84,70,55,51,20,65,40,73,31,48,43,65,60,49,31,15,61,55,66,20,52,29,61,61,62,26,31,33,47,67,31,30,70,66,69,76,52,44,26,50,74,32,60,63,72,75,22,44,74,20,31,41,68,70,84,12,83,61,65,68,73,73,57,85,26,0,93,34,32,70,15,49,25,85,100,50,66,72,69,67,47,80,73,0,80,51,45,48,66,72,32,46,43,46,64,38,59,6,35,71,31,79,78,43,70,22,82,51,34,39,68,23,0,8,52,65,50,14,35,61,8,69,62,86,61,68,15,35,24,40,82,70,0,9,58,7,0,23,11,33,53,88,4,22,38,23,7,17,9,85,46,51,10,21,26,26,35,48,85,55,27,49,82,18,48,24,0,55,31,85,45,91,26,28,10,16,64,62,85,0,23,41,36,13,13,61,69,43,84,20,10,24,91,13,45,3,0,48,9,92,81,88,22,37,10,25,7,27,69,74,29,29,21,40
2011-08-12,42,69,71,77,73,58,65,74,42,83,77,63,52,20,76,44,80,32,53,44,79,60,53,37,24,66,41,65,30,54,34,59,69,59,30,100,32,47,81,31,30,79,64,67,81,52,79,27,44,77,34,90,59,77,81,39,56,77,23,45,56,76,77,90,25,91,64,62,71,82,62,66,87,41,0,89,33,25,80,17,52,28,88,61,27,54,77,50,70,52,73,75,0,80,14,46,58,77,65,23,66,42,49,66,45,56,34,43,68,43,79,79,48,81,21,86,52,41,34,67,33,0,7,59,62,62,16,40,65,9,68,59,86,68,85,13,43,29,38,84,73,11,7,62,7,1,33,27,35,62,91,4,24,43,23,4,40,3,85,51,44,12,16,21,25,25,48,73,54,31,51,87,19,43,30,15,68,35,85,38,87,32,37,11,17,67,77,90,0,15,53,29,10,44,63,77,37,85,13,11,18,89,31,40,2,0,23,0,91,86,94,18,28,5,11,7,30,73,78,41,47,21,41
