date,WAP,Laugh Now Cry Later,Rockstar,Blinding Lights,Whats Poppin,7 Summers,Watermelon Sugar,Roses,Savage Love (Laxed   Siren Beat),I Hope,Go Crazy,Before You Go,Break My Heart,Midnight Sky,Adore You,Circles,For The Night,Come & Go,Mood Swings,Savage,Popstar,Rags2Riches,Death Bed,Blueberry Faygo,Die From A Broken Heart,Mood,Don't Start Now,The Woo,The Bones,One Margarita,Life Is Good,Wishing Well,Cardigan,Be Like That,Smile,Chasin' You,Intentions,We Paid,Cool Again,Party Girl,Tap In,Girls In The Hood,Say So,Rain On Me,Emotionally Scarred,Got What I Got,The Box,If The World Was Ending,Nobody's Love,Why We Drink,The Bigger Picture,One Of Them Girls,Lovin' On You,My Future,I Love My Country,Like That,Be A Light,Kacey Talk,Said Sum,Greece,Heather,More Than My Hometown,Done,Bluebird,I Should Probably Go To Bed,Lemonade,The 1,Un Dia (One Day),Bang,God Whispered Your Name,24,Toosie Slide,Breaking Me,One Beer,Girl Of My Dreams,Kings & Queens,Pretty Heart,I Called Mama,Dollaz On My Head,One Night Standards,ily,Exile,Martin & Gina,Happy Anywhere,Got It On Me,Some Girls,Mamacita,After Party,3 Headed Goat,Stuck With U,Conversations,Caramelo,Hate The Other Side,La Jeepeta,Bitch From da Souf,Righteous,Past Life,Something Special,21,Lonely If You Are,Hard To Forget,Supalonely,Letter From Houston,One Big Country Song,My Ex's Best Friend,Don't Rush,Freestyle,Need It,Life's A Mess,Move Ya Hips,Be Kind,Falling,Walk Em Down,The Last Great American Dynasty,My Tears Ricochet,August,Invisible String,Betty,No Dribble,Mirrorball,Blood On My Jeans,Lion King On Ice,Seven,This Is Me Trying,Illicit Affairs,Mad Woman,The Climb Back,Epiphany,Peace,Hoax,Go,Perfect,Sunday Best,Titanic,Stay High,Bad Energy,The Scotts,Tell Me U Luv Me,Up Up And Away,Fighting Demons,B S ,Does To Me,Man Of The Year,Can't Die,Chicago Freestyle,Flex,Screw Juice,Enjoy Yourself,The Adventures Of Moon Man & Slim Shady,I Want It,Gangstas,Let It Go,My Affection,Aim For The Moon,Beer Can't Fix,Here And Now,44 Bulldog,Gooba,Dior,High Fashion,Yea Yea,Make It Rain,What You Know Bout Love,Snitchin,Bad Bitch From Tokyo (),Creature,West Coast Shit,Pussy Fairy,Wash Us In The Blood,Diana,Tunnel Vision (Outro),Trollz,After A Few,How You Like That,Yo Perreo Sola,In Between,YaYa,Memories,Nobody But You,Hot Girl Bummer,Black Parade,Know My Rights,Daisies,Grace,Believe It,In Your Eyes,Do It,Stick That In Your Country Song,My Truck,X,Shotta Flow 5,I Hope You're Happy Now,Everything I Wanted,Snow On Tha Bluff,Bleed,Tommy Lee,Level Of Concern,One Shot,Need Me,All In,July,Heartless,Ride It ,Otherside Of America,Drinking Alone,Deep End Freestyle,The Man Who Loves You The Most,My Oh My,Dance Monkey,Out West,Sour Candy,Turks,Cooler Than A Bitch,That Way,Hard Days,Catch,Trillionaire,Worldwide Beautiful,Stupid Love,TKN,Godzilla,T D,Alice,Hasta Que Dios Diga,Lose Somebody,Sigues Con El,Solitaires,RITMO (Bad Boys For Life),Sum 2 Prove,Top Floor,Wunna,Blindfold,SkyBox,Argentina,Met Gala,Daechwita,Nasty Girl / On Camera,MOTW,Gimmick,Go Stupid,Be Something,Feigning
2020-07-27,13,0,18,33,50,3,27,51,45,81,59,88,69,1,76,65,76,49,53,75,24,38,42,59,63,73,12,57,67,21,73,47,47,71,87,29,45,59,18,67,81,18,27,8,53,73,80,38,31,63,11,43,38,11,36,34,62,2,77,83,61,50,82,75,1,57,76,20,70,73,54,10,74,47,37,57,68,4,30,34,64,57,18,17,72,67,43,62,48,7,72,48,15,56,28,57,54,67,27,54,29,44,1,61,0,33,71,77,1,13,49,85,55,30,28,31,37,26,100,32,9,9,65,27,32,32,9,49,74,64,82,77,53,30,59,36,20,12,52,12,76,89,55,27,12,94,13,43,3,75,21,66,19,5,75,41,8,8,73,64,84,26,63,12,0,83,44,42,2,33,0,4,57,14,33,66,29,69,45,39,6,17,22,50,63,66,77,4,79,59,8,0,36,1,90,43,17,82,86,81,15,71,70,12,28,23,3,70,46,45,4,50,0,54,42,87,7,4,20,20,66,79,70,11,25,22,16,0,51,41,7,44,67,84,5,2,0,32,59,54,71,22
2020-07-28,13,0,21,43,61,3,27,52,15,77,67,86,66,1,78,67,74,62,61,76,21,38,40,63,66,78,21,58,71,34,82,46,45,69,89,25,45,56,21,69,81,16,30,6,44,79,82,46,37,73,10,33,61,10,47,36,68,0,41,89,61,67,84,73,3,54,76,39,67,50,55,12,75,62,32,75,47,4,31,35,58,51,0,16,66,72,39,66,54,9,73,49,15,62,22,60,100,54,26,48,32,45,1,39,0,18,63,80,10,5,54,87,66,26,28,32,40,24,71,29,10,9,68,29,30,26,8,43,76,67,79,79,27,29,54,40,19,6,53,13,86,97,50,28,12,97,19,41,10,82,26,70,26,4,0,35,19,8,77,60,90,35,82,25,3,75,0,52,2,34,0,6,77,14,28,64,32,78,42,55,5,34,24,47,65,67,80,7,84,60,4,18,41,0,90,42,19,76,98,82,15,57,68,3,34,24,12,77,48,44,4,53,5,55,46,86,5,6,26,22,61,85,68,11,32,27,20,0,52,49,7,65,61,79,7,2,0,7,65,62,56,48
2020-07-29,13,1,18,45,51,2,28,53,15,80,63,84,70,1,73,65,74,73,57,73,25,37,44,55,40,79,19,70,67,24,77,51,41,66,82,36,44,72,23,61,73,18,32,7,68,72,82,44,39,73,7,28,49,12,59,33,71,2,36,71,50,42,82,79,3,54,71,35,67,63,52,11,75,65,49,81,52,2,34,29,55,44,18,13,51,80,39,51,58,10,75,52,15,66,14,58,97,55,25,27,23,44,1,53,0,29,65,75,7,8,50,82,33,19,20,34,27,26,69,22,15,7,62,23,22,23,5,39,70,56,76,76,32,28,43,37,14,3,44,13,74,87,43,29,9,95,13,51,9,87,20,68,22,5,19,40,17,7,80,82,71,26,36,37,3,70,44,34,2,34,0,5,69,13,33,61,31,68,54,52,6,0,21,48,64,64,76,4,87,65,11,0,38,1,92,35,11,69,88,79,16,66,62,3,21,17,20,76,52,40,4,50,4,55,55,83,7,12,25,21,62,82,65,10,40,33,16,0,39,49,8,57,63,75,5,2,0,45,65,36,63,34
2020-07-30,13,1,20,47,49,2,28,53,61,79,68,78,67,1,73,63,78,95,58,74,29,26,47,55,64,76,30,58,63,39,74,47,44,69,82,37,47,61,16,80,79,19,30,6,51,75,84,50,28,70,10,58,44,44,40,34,72,0,34,71,55,39,81,80,0,58,70,10,67,50,52,12,76,71,32,75,53,6,70,44,56,43,0,17,39,77,35,56,27,7,68,72,9,55,29,50,83,57,25,27,26,41,0,100,6,18,68,75,9,86,51,81,41,14,14,43,24,23,40,17,12,6,63,19,20,19,7,34,72,57,75,75,28,30,45,43,18,3,45,8,72,88,46,31,16,95,9,50,6,83,14,69,29,7,0,45,17,8,78,65,83,29,9,13,0,80,22,47,1,36,0,4,63,14,38,61,26,68,34,61,6,29,21,44,68,54,79,4,83,68,1,18,49,1,90,39,20,74,88,80,16,66,72,3,34,16,17,72,50,41,5,54,13,53,37,79,6,6,26,22,65,76,61,8,38,43,15,37,43,47,7,58,68,73,7,2,31,13,63,69,59,28
2020-07-31,13,0,18,47,53,6,37,57,66,76,60,76,69,2,74,66,87,53,64,79,22,51,43,63,59,75,36,60,65,33,79,48,35,66,85,48,47,62,32,74,77,16,30,9,44,78,82,43,18,52,10,27,83,100,64,35,71,0,73,72,60,54,85,79,100,70,68,20,65,85,53,16,76,76,53,62,37,2,42,69,61,46,19,10,56,76,43,56,52,9,72,67,9,68,54,63,92,62,26,15,41,46,0,49,0,17,66,76,11,100,52,83,44,15,15,51,21,24,56,16,16,7,66,15,20,21,6,35,73,49,81,77,30,29,56,31,18,10,35,12,71,84,41,18,15,93,16,53,7,86,31,68,18,4,0,36,21,8,78,73,84,42,29,0,11,79,12,37,2,36,0,5,64,15,37,56,31,77,37,60,9,24,22,46,63,65,78,4,92,65,22,20,49,0,90,41,19,86,89,78,15,80,72,10,60,9,22,72,54,39,5,70,9,54,44,85,7,6,23,20,69,79,62,12,39,32,15,0,51,47,8,66,82,76,10,2,0,28,59,54,56,24
2020-08-01,15,1,20,58,60,4,35,61,0,74,75,90,73,1,86,67,95,33,60,90,29,41,51,78,71,75,20,74,74,76,82,53,36,57,84,19,55,63,22,82,82,18,29,8,66,82,88,40,26,63,14,37,19,49,92,35,65,2,52,72,56,45,82,69,54,77,71,15,71,57,51,13,92,70,31,89,57,4,35,51,65,45,20,10,64,77,51,59,53,9,58,68,12,100,25,64,75,61,26,23,42,59,0,26,0,21,64,67,6,66,51,84,50,13,14,95,19,23,55,13,12,6,67,16,14,16,4,34,77,58,86,78,45,37,51,39,15,18,33,12,63,91,36,46,14,87,13,45,11,86,46,77,32,5,43,37,18,8,83,61,84,32,0,14,8,89,26,44,1,38,0,5,69,14,41,48,32,81,55,46,10,20,23,57,67,72,72,8,91,67,14,0,54,0,91,56,14,73,83,73,9,80,74,7,65,26,13,81,58,43,5,62,5,52,45,91,5,5,25,25,79,64,50,9,44,33,19,43,73,60,7,69,80,69,6,3,35,22,67,55,53,29
2020-08-02,15,1,20,51,55,2,37,61,86,75,59,95,75,1,82,72,97,37,71,86,30,45,50,64,39,77,36,66,72,66,80,49,37,56,84,37,51,63,24,73,80,18,31,7,67,81,88,46,19,70,8,37,31,38,49,36,71,0,70,78,59,57,83,69,22,71,71,21,71,56,51,17,80,77,51,45,50,1,49,56,73,44,20,9,41,88,44,57,28,8,68,62,8,79,0,69,51,60,26,8,37,42,0,52,0,31,64,69,4,51,45,91,52,15,12,83,16,24,10,15,12,3,69,16,12,17,3,35,76,60,82,79,88,36,47,29,16,14,45,19,66,92,47,31,12,84,11,67,0,85,39,69,22,5,21,46,17,7,85,74,88,25,51,28,0,96,13,48,1,37,0,6,63,14,39,49,32,85,33,57,9,19,23,57,65,64,75,3,79,77,12,0,58,0,91,59,14,72,85,74,6,81,95,11,32,30,7,77,61,44,5,62,5,51,44,100,7,4,27,24,77,72,47,11,41,40,18,0,54,45,5,65,76,72,7,3,0,22,51,70,58,21
2020-08-03,13,1,18,41,50,3,33,53,30,74,51,86,60,1,75,61,76,82,74,76,24,23,42,52,37,79,16,61,62,25,66,45,34,52,84,28,47,54,18,61,71,19,26,6,49,66,79,39,14,63,10,47,76,32,46,32,55,2,32,70,55,35,79,74,28,53,64,8,67,54,52,12,71,58,52,64,47,3,30,39,60,42,0,9,52,56,41,49,36,6,72,47,7,69,14,55,44,68,27,13,35,35,2,46,0,19,64,67,6,28,49,81,36,11,17,85,16,21,17,15,8,4,66,12,10,14,3,27,71,52,78,77,45,28,45,31,14,6,46,4,65,84,31,35,11,95,6,42,6,78,26,64,14,6,0,44,21,7,76,66,80,33,45,37,0,80,22,30,2,33,0,5,65,12,29,49,32,67,38,45,7,3,19,47,61,52,74,5,78,63,8,18,43,1,89,43,15,67,85,71,5,55,65,13,17,20,14,67,45,45,4,52,29,50,40,83,5,4,29,19,71,80,60,10,37,26,12,0,28,56,8,59,54,75,5,2,0,0,73,59,55,34
2020-08-04,13,1,18,41,49,3,29,52,44,75,57,86,62,1,62,61,79,60,82,75,26,37,46,60,34,83,37,64,65,24,78,44,35,60,89,52,45,57,19,69,66,16,26,8,44,77,77,39,16,31,5,42,48,28,48,32,69,2,42,66,53,45,85,66,26,51,70,18,67,38,54,11,67,50,36,80,48,2,42,33,53,42,0,8,34,62,37,52,38,8,63,48,7,61,42,50,41,55,27,20,34,46,0,52,0,12,60,69,9,35,52,83,40,10,10,75,13,22,17,10,11,2,63,9,8,20,3,32,73,49,76,74,27,36,60,40,17,6,41,9,68,83,36,18,13,97,7,36,12,80,21,65,20,5,36,46,17,8,69,62,84,38,61,24,6,84,22,37,1,31,0,4,68,12,41,59,28,68,44,62,7,11,17,45,63,62,73,3,84,59,7,18,46,1,87,36,16,87,76,77,4,66,64,10,31,20,6,65,46,57,5,51,4,52,41,84,4,0,23,20,58,72,60,7,40,26,12,0,46,37,4,58,49,74,5,2,0,31,55,62,58,18
2020-08-05,14,1,17,43,33,5,30,52,60,75,59,87,67,3,73,66,90,69,85,75,21,19,47,55,85,82,33,55,62,19,77,44,35,56,87,45,44,52,23,73,67,15,25,6,50,76,80,32,3,67,10,57,43,24,46,31,55,0,36,64,50,58,83,72,25,54,69,7,69,24,51,12,76,53,29,57,62,4,21,49,54,35,35,8,37,55,43,52,36,7,65,49,9,54,14,48,44,65,27,20,38,49,1,8,0,26,57,75,5,50,46,82,52,8,9,73,14,22,48,10,17,4,68,11,7,10,4,29,71,51,75,75,27,31,48,40,19,3,50,10,68,92,44,24,9,93,4,54,3,84,18,73,23,4,37,44,11,6,70,70,84,31,9,25,0,71,22,17,2,32,0,5,52,12,27,64,26,62,38,43,6,20,20,52,68,58,75,2,77,63,1,18,39,1,90,43,18,79,84,76,3,75,61,9,24,14,15,67,51,48,5,49,0,50,45,85,4,4,23,20,63,79,61,7,25,42,5,20,16,51,5,52,70,77,5,2,0,32,47,65,57,28
2020-08-06,15,1,19,44,45,6,30,52,30,85,55,94,64,5,65,64,85,53,84,76,17,44,43,63,40,81,22,56,62,25,80,50,33,71,86,16,48,50,16,72,82,20,28,7,41,79,79,38,22,52,6,50,54,25,52,33,62,0,52,69,55,50,85,77,29,56,66,18,69,39,51,12,71,54,59,42,49,3,30,29,59,32,9,7,43,71,38,57,29,6,79,44,7,67,42,58,44,46,27,67,39,48,1,23,23,16,59,80,4,24,46,79,62,10,9,68,9,21,4,9,10,3,95,8,7,14,3,30,74,42,78,75,27,28,43,35,16,6,52,6,76,84,45,27,13,96,13,37,3,79,20,68,16,3,0,34,11,8,70,58,85,29,71,49,0,72,22,93,1,32,0,6,66,12,39,61,33,63,34,43,7,14,22,44,59,56,77,3,80,70,4,0,31,1,91,39,14,74,86,77,3,70,66,3,14,12,14,69,52,33,5,48,0,52,42,82,6,1,20,19,59,85,58,9,35,18,19,18,55,48,3,45,68,79,5,2,0,19,53,56,72,25
2020-08-07,84,0,19,46,51,3,33,51,31,78,58,85,64,3,72,68,86,100,91,78,28,72,46,43,58,81,19,49,63,65,71,43,31,65,96,29,54,54,55,67,84,19,31,6,40,77,77,40,26,64,10,51,100,23,64,33,68,0,34,69,61,63,83,69,15,65,67,12,70,55,52,10,73,74,55,53,61,4,40,25,58,35,18,7,35,72,43,54,32,7,65,100,10,75,29,51,38,47,26,69,42,50,100,23,100,17,58,70,4,56,49,81,54,6,9,67,12,22,49,8,9,2,97,10,7,11,2,30,71,50,76,76,24,28,50,39,14,3,50,8,70,83,35,37,10,92,9,41,0,79,20,69,18,2,0,42,15,8,70,74,78,27,55,25,3,70,22,47,1,32,0,6,61,13,42,60,31,68,44,51,7,6,20,44,70,60,74,3,82,64,11,19,43,1,89,42,12,78,80,77,3,66,66,6,18,15,23,72,53,44,4,47,4,56,36,80,8,2,22,19,66,84,57,7,45,40,9,0,24,47,3,60,75,78,5,2,0,20,66,64,58,25
2020-08-08,99,1,19,52,45,5,33,61,51,71,51,98,71,2,72,64,92,92,97,85,25,61,43,78,75,90,33,67,63,51,65,54,33,60,90,37,49,60,45,71,81,27,28,7,79,77,83,48,13,50,6,48,61,21,100,35,58,5,61,66,69,43,81,70,22,73,67,15,79,50,50,14,86,88,28,100,70,4,15,38,64,37,10,7,47,79,52,59,38,7,62,88,12,81,24,59,33,51,27,68,29,42,70,34,71,21,61,66,9,42,50,89,59,9,6,67,9,25,24,7,14,4,100,10,9,11,2,34,73,41,82,77,41,36,43,39,15,7,44,15,68,90,42,41,9,89,6,42,14,83,32,73,22,4,42,33,15,8,75,83,73,24,20,14,4,92,12,24,0,36,0,7,57,14,43,54,32,78,37,56,8,9,24,47,62,68,72,4,83,84,12,20,35,0,87,54,19,85,83,72,2,67,70,0,34,16,6,72,56,100,4,56,0,51,46,87,4,6,31,23,73,69,50,12,49,31,14,41,35,39,4,64,58,72,6,2,0,0,73,63,49,46
2020-08-09,82,0,19,51,43,4,38,60,17,74,56,96,74,3,79,63,92,65,100,84,25,58,46,56,76,90,24,53,64,33,86,49,34,57,84,37,56,50,52,69,82,16,30,8,42,72,86,36,25,43,12,24,25,19,89,34,61,2,41,78,74,61,83,69,17,69,70,11,78,72,52,13,83,90,72,78,73,6,49,55,55,37,0,4,40,72,44,59,36,9,55,62,8,63,8,79,43,58,26,15,38,45,52,34,85,29,60,66,5,30,45,85,30,5,6,69,9,25,15,6,4,3,100,8,7,12,1,43,76,47,82,80,79,37,43,38,15,7,45,13,74,90,42,52,10,87,8,63,0,87,27,78,19,4,42,42,19,8,79,75,92,33,20,42,0,97,25,96,1,35,0,5,64,13,42,53,29,77,44,41,6,0,26,55,66,69,73,7,81,80,9,21,46,0,95,55,12,81,87,77,2,72,81,0,47,21,10,73,61,71,4,62,0,53,41,89,5,4,30,18,78,78,48,10,32,30,16,22,45,49,2,61,66,76,6,3,0,29,56,61,53,42
2020-08-10,77,0,19,42,41,3,33,52,15,79,55,86,58,3,76,67,79,65,87,75,20,44,49,52,48,87,21,51,66,31,63,44,28,68,90,28,43,40,37,63,73,19,24,5,64,71,78,38,14,77,10,43,54,19,42,32,64,0,49,82,72,61,85,69,25,56,70,12,69,53,52,11,71,52,41,42,36,2,21,73,54,35,26,4,44,75,34,51,24,6,66,51,7,59,7,54,34,50,28,47,33,41,44,30,40,20,60,73,6,33,49,82,45,7,7,68,8,21,9,6,10,2,92,7,8,10,3,35,71,45,76,78,41,29,43,46,16,6,43,9,78,89,51,23,9,97,5,29,3,79,32,65,12,3,0,39,17,6,71,70,82,23,71,25,0,72,33,50,2,32,0,5,70,12,29,61,28,69,50,38,6,11,19,48,60,53,76,2,80,62,11,18,40,0,86,37,13,74,76,77,2,61,56,3,24,6,3,68,47,58,4,59,8,55,44,78,7,4,26,20,59,86,60,6,30,31,18,0,31,50,3,65,77,79,7,2,0,13,49,54,66,34
2020-08-11,89,0,24,38,40,5,33,51,30,80,57,87,63,3,76,67,90,56,93,73,19,41,44,52,48,84,22,61,55,28,70,52,28,64,92,40,40,48,27,68,73,17,26,5,34,80,75,35,27,53,8,52,32,19,39,32,61,0,31,85,71,26,82,63,16,53,67,18,67,33,52,9,73,63,53,68,56,3,17,38,55,29,17,5,51,67,45,53,45,8,71,52,11,71,28,54,34,55,28,26,22,36,38,22,6,14,62,73,3,24,46,82,49,5,7,67,9,20,34,5,11,1,84,7,6,12,2,30,71,48,75,74,31,26,55,45,16,0,37,12,74,86,37,25,12,96,11,30,0,83,14,69,16,4,18,41,13,8,69,76,78,29,9,24,10,72,22,50,1,33,0,3,57,12,28,58,26,65,43,45,5,16,18,44,60,61,75,2,83,60,5,18,39,0,86,39,13,72,81,75,2,70,67,3,14,6,14,66,45,53,5,58,16,50,44,79,4,2,23,19,59,87,57,10,36,30,15,0,33,41,3,51,61,72,6,2,0,31,51,44,64,40
2020-08-12,81,1,19,38,40,5,32,51,0,77,54,92,63,2,72,68,79,61,96,75,18,16,38,62,42,84,22,49,60,30,71,50,28,63,91,40,46,41,38,69,70,18,29,6,65,72,77,42,11,81,7,32,32,17,42,33,59,10,47,71,62,30,84,67,18,61,67,5,70,48,52,9,69,60,27,61,49,4,43,53,45,29,26,6,43,66,40,45,31,5,73,50,9,67,14,57,29,53,28,33,30,31,50,30,34,18,58,72,3,30,49,81,47,6,8,66,10,20,30,6,3,3,87,6,8,11,2,26,72,45,76,71,23,28,42,32,14,12,35,16,73,87,42,27,15,95,4,26,0,85,27,67,19,3,18,47,13,6,70,60,87,30,26,25,7,71,11,63,1,32,97,5,67,12,32,59,28,67,41,43,5,19,17,44,71,58,76,2,80,83,11,18,41,0,93,37,13,78,77,77,2,71,63,0,17,9,17,64,48,45,5,52,0,58,43,81,4,5,19,22,60,76,52,10,26,15,15,0,16,53,3,45,59,76,6,2,0,25,48,51,62,31
2020-08-13,77,1,18,39,40,16,33,51,45,76,58,92,77,5,60,65,90,49,94,76,18,33,41,45,58,87,33,62,61,23,77,48,30,66,92,24,45,43,43,69,77,20,28,6,37,68,78,39,11,52,13,53,81,20,56,32,69,75,36,77,70,38,87,68,14,63,68,8,72,58,52,12,74,56,29,66,59,1,39,58,55,30,61,4,43,77,40,48,43,5,70,52,8,63,28,55,31,63,28,47,26,39,31,15,11,32,61,79,5,27,51,83,57,6,5,71,8,21,9,8,11,2,80,6,7,13,2,23,92,43,77,75,26,29,54,38,13,6,42,16,73,83,53,36,13,96,9,35,3,92,21,68,23,4,0,43,13,7,70,68,85,32,35,37,0,81,11,50,1,33,0,4,67,11,25,65,28,81,45,48,6,17,19,44,57,55,76,7,77,78,5,18,40,0,91,42,10,74,78,79,2,71,63,10,24,23,23,65,49,41,5,75,12,60,51,79,4,3,22,21,67,85,53,10,36,27,19,0,47,48,5,51,66,71,12,2,30,38,39,56,66,25
2020-08-14,83,100,17,41,39,100,34,52,61,75,51,90,71,100,75,62,95,86,95,74,21,30,42,51,69,83,36,56,63,37,58,46,30,65,87,53,46,53,28,69,77,13,27,6,43,68,74,34,8,57,9,43,76,15,82,33,67,100,29,77,76,69,84,62,19,65,68,10,67,20,50,13,73,67,34,82,57,5,39,34,42,29,79,6,39,67,47,54,51,8,66,46,12,59,28,64,31,50,27,54,29,40,29,38,12,21,61,72,6,20,46,83,36,6,10,97,6,27,13,5,10,1,73,7,5,12,2,27,91,50,78,73,31,29,33,38,16,3,28,9,100,85,48,32,9,92,2,32,0,85,21,69,22,3,0,42,17,7,72,60,78,32,54,25,3,72,0,34,1,31,0,3,57,11,25,62,27,73,53,40,5,11,23,43,63,66,74,3,79,68,3,0,42,1,82,49,13,75,78,77,2,74,60,6,17,15,14,65,48,41,5,100,0,55,66,80,5,8,23,21,64,78,47,7,37,28,17,0,24,47,4,63,64,69,7,3,0,32,58,59,56,37
2020-08-15,81,63,20,46,50,24,39,58,17,67,65,97,75,70,74,69,100,87,89,84,21,52,39,52,61,81,29,63,66,47,62,55,32,61,84,45,45,52,45,82,82,18,28,7,59,78,83,39,16,61,9,68,43,16,81,34,57,73,35,78,85,52,77,63,28,76,64,17,70,49,53,14,94,79,52,55,87,9,29,60,62,33,49,4,52,64,51,54,24,8,61,60,7,75,8,67,31,66,27,83,32,45,23,42,6,22,58,68,5,25,42,89,40,6,6,100,8,35,34,5,10,3,78,7,7,12,1,26,86,41,80,79,44,32,54,35,19,14,38,9,90,90,47,39,11,85,14,43,0,90,25,67,31,3,21,34,6,7,81,67,95,32,40,28,0,74,0,47,1,37,0,5,50,12,30,49,33,77,49,54,5,13,23,48,65,78,70,2,86,78,6,61,46,0,89,49,12,72,80,70,2,72,73,3,31,19,14,72,56,45,5,77,5,53,40,86,4,1,38,20,71,75,45,6,31,31,22,20,31,57,2,79,62,63,6,2,0,21,60,70,56,38
2020-08-16,85,52,19,49,40,11,40,58,17,74,69,97,74,52,55,70,93,97,85,81,22,13,51,50,66,84,16,61,70,47,76,49,33,60,89,69,46,34,34,78,82,10,25,6,48,85,86,38,9,59,8,36,61,17,78,34,69,51,63,100,93,65,85,68,25,74,75,7,73,50,56,12,90,76,33,89,76,2,24,27,60,32,69,6,43,86,50,60,46,7,59,60,7,85,16,71,29,69,28,15,45,48,22,43,7,28,64,66,6,19,45,93,51,6,7,63,10,41,24,5,12,2,77,6,5,11,1,31,85,48,84,77,90,40,51,40,16,4,46,9,77,91,42,41,11,92,6,54,0,90,29,73,22,4,42,50,15,7,84,70,83,29,20,42,4,86,25,62,1,37,0,4,61,12,27,57,36,84,39,45,6,19,23,58,70,71,75,6,80,88,1,20,48,1,95,56,11,80,85,77,2,67,68,7,42,16,6,77,58,44,6,69,9,55,53,86,5,6,32,18,72,82,45,11,39,38,23,0,27,49,5,59,63,66,6,3,0,22,45,53,56,25
2020-08-17,69,42,17,42,43,8,32,51,30,71,45,85,60,40,55,66,93,57,82,72,15,30,37,49,40,84,27,49,63,21,68,45,27,57,92,52,47,45,28,65,74,12,29,5,48,64,77,30,17,56,5,42,43,16,85,31,79,40,38,100,92,46,86,65,22,56,73,15,70,34,54,10,58,54,58,63,38,1,34,72,55,30,35,7,44,63,33,56,36,5,63,55,12,69,49,50,30,55,27,33,20,39,23,30,11,17,67,76,4,10,50,81,38,5,6,62,8,32,26,5,5,2,72,5,7,9,1,28,76,43,78,77,73,33,51,38,15,0,46,11,80,92,48,20,10,100,2,44,3,78,28,62,23,2,37,35,9,7,72,68,91,27,18,25,3,76,0,38,1,33,0,3,62,10,30,70,33,67,40,30,5,22,19,47,60,68,76,3,80,61,8,0,39,0,86,43,16,70,85,79,2,68,58,3,38,11,8,63,47,45,5,56,0,58,41,81,4,4,20,20,58,79,52,7,33,28,9,0,27,49,5,57,72,65,4,2,0,13,62,47,69,34
2020-08-18,70,39,18,44,43,5,43,48,15,76,49,87,56,29,63,68,89,44,80,73,20,37,40,59,69,84,24,64,67,21,70,41,28,77,93,36,43,49,21,68,75,13,26,5,38,66,76,32,16,55,12,38,59,16,51,33,74,42,37,84,90,68,86,59,13,59,71,10,67,33,54,9,76,71,53,58,56,3,34,48,52,31,43,7,31,57,35,80,50,7,66,69,14,54,21,65,27,51,29,33,31,30,33,7,0,27,59,81,2,12,48,82,42,5,5,57,7,30,21,6,2,3,70,6,5,8,2,26,73,41,77,80,29,29,46,37,17,12,42,7,75,87,62,25,11,97,7,39,3,86,18,63,15,3,0,35,15,6,71,71,79,27,44,36,0,71,22,25,1,31,0,4,70,12,28,74,30,63,32,41,5,11,20,47,57,58,79,3,76,66,6,0,45,1,86,34,12,74,82,78,2,76,57,6,10,11,3,65,46,48,4,56,4,56,41,79,7,3,24,15,56,79,57,8,31,23,16,0,38,45,3,57,60,72,5,2,0,56,43,55,72,37
2020-08-19,100,30,15,37,50,5,33,49,15,81,56,88,57,26,68,67,98,61,80,73,19,49,37,48,50,85,15,58,65,20,76,48,31,72,92,60,50,44,29,65,74,13,30,5,62,69,81,34,11,62,7,42,16,16,45,32,74,42,36,80,86,46,89,67,26,58,77,5,67,39,56,9,69,73,58,61,51,2,47,38,53,25,78,6,48,78,35,57,33,7,72,67,9,63,28,60,29,61,30,47,34,42,12,22,0,13,59,83,1,8,53,85,26,4,7,58,8,30,9,5,5,2,70,5,4,7,2,29,73,43,77,80,24,28,46,33,20,12,42,18,85,86,44,44,7,98,5,32,3,77,17,65,18,4,0,39,21,6,70,84,84,29,26,49,0,75,44,29,1,35,0,3,73,11,29,79,33,67,44,43,4,28,20,45,69,60,83,4,66,76,7,18,44,0,84,34,11,69,82,81,2,70,71,3,21,20,3,68,46,47,5,58,8,54,37,81,6,2,24,14,57,85,53,8,24,15,25,18,27,42,2,60,55,72,5,3,0,6,47,67,74,25
2020-08-20,75,28,18,40,98,5,53,52,15,77,51,96,55,22,60,66,85,57,90,73,15,35,40,49,47,90,28,42,69,27,68,43,31,73,91,45,41,41,30,65,74,12,26,5,41,85,78,36,8,63,11,53,60,27,46,33,73,33,40,82,100,81,88,66,18,56,74,15,67,59,55,9,65,73,34,54,49,3,34,58,64,27,26,6,43,76,37,58,36,6,69,65,5,56,14,60,41,52,38,81,25,38,24,8,12,16,64,82,2,9,50,84,38,4,5,58,6,30,22,6,9,2,67,8,8,8,2,29,72,39,75,78,29,27,38,35,21,6,45,15,82,79,49,35,12,95,4,32,0,87,30,59,19,5,0,46,9,7,74,64,87,30,53,62,0,77,33,30,1,33,0,3,69,11,27,76,29,69,56,45,4,8,18,44,63,60,77,4,80,76,11,18,43,0,85,36,13,66,79,81,2,74,68,6,28,20,12,65,46,39,6,52,0,69,46,78,7,8,21,16,62,86,53,8,35,29,20,0,51,40,3,45,76,70,5,3,0,38,54,76,72,34
