date,Love The Way You Lie,Dynamite,California Gurls,I Like It,Teenage Dream,Cooler Than Me,DJ Got Us Fallin' In Love,Mine,Airplanes,Ridin' Solo,Magic,Billionaire,Find Your Love,Not Afraid,OMG,Just The Way You Are,Your Love,Club Can't Handle Me,Misery,Take It Off,"Hey, Soul Sister",Bottoms Up,Break Your Heart,The Only Exception,Bulletproof,Stuck Like Glue,There Goes My Baby,Alejandro,The Boys of Fall,Impossible,Teach Me How To Dougie,Smile,Need You Now,Pretty Boy Swag,Half Of My Heart,Your Love Is My Drug,All About Tonight,Free,Deuces,Got Your Back,Secrets,If I Had You,Unthinkable,Breakeven,Undo It,Love Like Crazy,"Lover, Lover",Pretty Good At Drinkin' Beer,Miss Me,If It's Love,If I Die Young,Ride,King Of Anything,Animal,La La La,Gettin' Over You,POWER,Circle The Drain,My First Kiss,Blowin Money Fast,I'm In,Our Kind Of Love,Letting Go Dutty Love,Rockstar 101,Little White Church,Round & Round,2012 It Ain't The End,Waka Waka This Time For Africa,Kissin U,Come Back Song,Break My Bank,Hello Good Morning,Love All Over Me,Farmer's Daughter,Champagne Life,143,As She's Walking Away,Glitter In The Air,Bittersweet,The Catalyst,Roll With It,Rock That Body,All Over Me,This Afternoon,Fancy,Somebody To Love,Lose My Mind,This Ain't Nothin',Bed Intruder Song,Water,September,Like A G6,The Man Who Can't Be Moved,Hold You Hold Yuh,Mockingbird,Rhythm of Love,Love Like Woe,Little Lion Man,Lay Me Down,Hot Tottie,Nothin' On You,Not Like The Movies,Rain Is A Good Thing,I Never Told You,The House That Built Me,Beautiful Monster,Pray For You,We'll Be A Dream,Crazy Town,Sex Room,All I Do Is Win,In My Head,Haven't Met You Yet,Get Ready Its a new day,Nightmare,She Won't Be Lonely Long,The Crow & The Butterfly,Cuando Me Enamoro,Over,Jar Of Hearts,Can't Be Tamed,Ordinary Girl,Aston Martin Music,Eenie Meenie,If We Ever Meet Again,Opposite Of Adults,No Love,The Man I Want To Be,Wavin' Flag,Rude Boy,Telephone,Whataya Want From Me,My Chick Bad,Gimmie That Girl,Shark In The Water,Neighbors Know My Name,Up On The Ridge,Never Say Never,Young Forever,I Gotta Feeling,Outta Your Mind,Wrong Baby Wrong,I Can Do Anything,TiK ToK,Won't Back Down,Cold Wind Blows,Stay,I Keep On Loving You,Talkin' 2 Myself,Up All Night,25 To Life,I'm Back,I Made It Cash Money Heroes,Bad Romance,9 AM In Dallas,Hey,Fireworks,Winner,Another Way To Die,Lil Freak,Double Vision,Solo,Finding My Way Back,Faithfully,Over The Rainbow,Any way you want it,Don't Stop Believin',Bionic,Not Myself Tonight,To Sir With Love,Bohemian Rhapsody,"Beamer, Benz, Or Bentley",Poker Face,I Gotta Get To You,Keep On Lovin' You,Everything To Me,Woohoo,Yeah Ya Know Takers,Imma Be,Hey Daddy Daddy's Home,Baby,You And Your Heart,Good Vibrations,Beautiful Day,Deja Vu,Hallelujah,Another One Bites The Dust,Falling Slowly,Unstoppable,Tell Me Something Good,Loser,It's a man's world,Dirty Picture,Roger That,Say Aah,All The Right Moves,Carry Out,Up To The Mountain,American Honey,Beth,Leave Right Now,Ain't Back Yet,Highway 20 Ride,The Boxer,Touchin On My,Dream On,Who Dat,I Dreamed A Dream,Jessie's Girl,Super High,Neutron Star Collision Love Is Forever,Say Something,Safety Dance,Steady Mobbin',Hell On The Heart,Blah Blah Blah,Pyramid,A Little More Country Than That,Today Was A Fairytale,Window Seat
2010-07-17,32,57,82,83,3,72,37,41,91,90,96,92,61,82,69,4,90,16,76,25,58,47,71,78,71,1,73,48,8,82,59,82,78,88,95,60,38,93,66,42,74,74,33,53,43,70,74,31,34,69,46,100,77,88,81,100,82,0,99,91,81,61,38,14,47,55,0,32,59,65,75,90,68,44,100,85,0,50,73,7,72,51,89,64,97,63,38,14,0,92,22,33,40,45,48,0,41,58,96,7,52,5,52,88,58,67,95,20,50,89,78,56,41,0,31,51,49,98,69,63,17,82,75,54,36,86,79,44,43,37,64,46,32,27,51,32,28,91,27,51,31,40,27,44,27,89,92,10,51,71,79,54,0,56,14,84,2,21,12,70,42,94,17,30,32,16,31,40,11,3,71,0,50,14,65,58,40,36,40,0,97,62,37,14,47,26,43,10,53,2,8,25,62,27,22,31,42,1,38,56,1,0,32,42,14,32,40,11,43,89,63,73,14,74,5,40,64,27,49,30
2010-07-18,34,55,77,79,4,81,41,46,96,83,98,88,60,85,67,6,96,28,75,31,26,32,60,69,79,2,46,45,10,80,52,87,78,88,86,56,45,94,68,59,79,84,44,57,36,77,0,92,38,61,54,94,73,88,79,88,83,0,96,73,87,75,25,19,100,27,0,29,100,60,62,65,43,72,66,76,0,54,78,11,56,33,70,89,97,55,42,14,0,94,23,32,40,11,45,15,66,52,92,11,52,1,52,84,63,51,64,40,62,97,84,53,33,0,32,84,0,78,66,100,17,68,50,48,37,81,84,29,42,38,54,49,28,18,53,18,42,83,28,50,56,57,65,39,25,60,96,10,34,85,75,64,41,57,5,87,2,25,22,40,68,93,17,24,26,43,82,40,9,6,55,0,53,67,16,80,27,0,31,0,98,66,58,23,37,25,51,8,53,4,8,50,60,38,43,33,44,1,36,67,3,10,45,50,23,36,60,11,27,87,36,67,19,70,5,37,69,18,54,19
2010-07-19,26,48,61,68,3,68,27,41,83,72,87,71,48,63,55,5,76,26,63,18,33,26,49,74,69,2,70,38,15,85,45,81,65,53,65,44,33,77,60,48,72,64,31,44,39,73,55,34,32,87,57,82,76,86,83,75,90,1,87,79,78,48,9,14,49,71,0,22,63,27,61,65,52,59,39,87,0,56,57,9,45,31,67,67,89,49,34,0,0,100,27,35,39,33,39,16,24,54,72,5,40,2,29,66,42,53,76,22,59,51,56,44,30,0,24,56,0,66,69,50,14,67,50,36,32,56,70,27,24,25,73,47,20,20,44,35,26,70,23,30,26,42,40,34,23,68,90,15,32,66,73,62,20,35,0,68,1,21,16,28,43,82,25,29,27,8,68,36,9,8,44,24,41,0,36,43,32,0,35,0,89,57,21,20,28,22,32,8,60,13,9,18,55,35,16,22,37,1,37,69,1,15,28,28,14,21,53,7,0,68,43,54,16,22,24,35,61,33,18,23
2010-07-20,26,51,59,75,3,74,39,41,93,78,82,77,46,61,56,20,73,22,68,21,43,33,41,79,89,3,78,38,23,78,50,84,65,72,76,50,22,79,54,43,59,61,27,45,41,61,68,0,32,58,45,77,72,87,80,66,88,0,93,100,76,76,19,15,74,58,0,17,71,54,46,53,45,80,71,67,0,56,70,8,53,30,60,57,87,48,29,31,0,94,26,22,34,50,40,16,66,44,61,8,42,2,41,70,35,57,79,89,71,67,72,46,30,0,24,25,0,69,65,45,13,70,100,36,26,58,60,44,26,26,74,36,20,26,43,30,63,72,23,39,31,36,84,32,20,49,95,30,25,67,59,60,10,36,7,68,1,21,12,48,50,81,51,30,24,36,38,39,8,3,46,0,36,79,12,58,28,27,26,68,89,56,33,15,37,19,26,7,43,1,8,9,48,33,29,22,41,1,42,66,3,0,33,31,14,29,46,11,12,64,37,54,10,46,12,36,61,20,25,15
2010-07-21,27,56,65,74,5,64,52,41,86,68,82,82,45,68,54,27,90,29,68,26,53,28,49,73,73,1,53,40,14,77,50,81,61,83,94,52,11,78,53,46,63,77,30,51,42,82,70,69,29,51,48,74,64,92,84,59,89,0,84,72,72,74,10,15,90,62,0,19,42,73,47,58,32,38,57,75,0,61,70,10,100,32,43,78,86,53,42,42,0,93,27,22,50,42,40,6,61,53,80,8,43,1,42,85,34,58,61,68,46,55,58,49,28,0,25,38,73,76,64,32,9,63,83,36,23,63,64,55,28,27,74,44,27,20,76,21,42,70,25,34,10,53,29,34,22,48,92,23,30,74,68,52,0,37,4,70,1,21,12,44,61,83,26,33,22,16,15,44,10,5,41,48,40,10,37,70,34,0,36,70,91,63,30,16,34,21,47,7,55,12,8,66,41,42,10,26,37,1,25,65,4,16,10,44,35,30,58,8,20,68,14,52,18,59,16,30,69,47,37,17
2010-07-22,30,49,67,69,17,70,43,38,88,75,86,71,41,72,49,35,100,29,58,27,59,26,42,75,63,1,51,38,16,72,57,84,64,77,92,50,23,77,63,91,63,82,28,41,36,75,28,35,33,54,53,78,82,90,83,72,88,0,85,47,77,42,48,15,76,49,0,18,56,52,41,70,46,60,63,82,0,72,66,9,66,39,64,67,89,56,35,21,0,91,26,18,35,59,41,22,38,51,85,5,39,3,30,60,36,59,71,76,58,77,77,51,28,0,25,51,0,81,64,22,15,69,78,45,31,43,69,56,25,28,71,41,26,13,55,24,37,77,21,26,26,53,78,33,22,61,94,31,38,70,70,59,0,34,4,81,1,19,23,42,29,81,78,34,21,21,16,38,7,4,42,24,37,20,0,29,24,0,28,0,89,55,44,16,39,20,33,7,38,6,6,38,37,42,42,28,33,1,33,67,1,0,34,42,28,27,100,10,12,58,44,49,23,51,37,34,66,13,37,15
2010-07-23,31,51,64,84,36,85,52,41,81,81,84,80,42,64,56,32,89,22,71,32,61,27,51,77,70,27,49,41,18,79,60,79,70,81,53,45,54,81,55,78,64,57,28,48,39,81,0,36,26,62,44,76,67,85,81,84,84,0,94,53,71,85,0,11,63,38,0,18,41,40,42,67,57,68,65,75,0,82,75,6,76,36,68,59,86,55,21,44,0,90,26,29,57,53,40,23,52,45,85,0,50,1,57,68,47,57,55,79,63,68,66,46,32,0,29,59,0,84,63,27,13,66,73,42,24,66,66,64,30,29,68,46,30,28,55,36,56,86,26,34,16,31,43,36,21,53,88,56,16,64,64,66,32,40,4,74,1,20,21,44,46,85,54,31,21,9,40,40,9,3,43,25,46,11,13,39,31,0,32,0,91,49,42,19,43,24,28,7,46,14,7,30,48,41,24,29,44,1,38,64,3,16,35,41,7,27,71,9,21,71,39,47,13,52,13,34,65,14,34,7
2010-07-24,32,61,74,84,41,86,84,43,92,100,95,91,55,80,65,32,99,26,85,34,44,34,59,86,64,45,63,44,29,91,70,81,88,100,80,58,44,93,75,99,75,71,29,56,39,91,72,60,38,28,71,86,93,88,76,93,82,0,95,77,77,50,25,12,52,64,0,25,58,63,65,71,53,49,62,72,0,100,76,12,55,43,75,92,94,61,36,14,0,88,23,29,78,66,43,14,57,49,82,0,48,7,47,74,37,61,51,39,78,83,67,50,29,0,31,82,95,100,63,17,16,90,84,54,32,57,74,7,30,38,60,53,35,17,48,18,62,97,30,50,20,39,59,41,24,57,93,60,52,79,74,77,0,49,14,85,2,23,23,28,32,95,85,28,27,43,20,42,8,9,54,0,47,26,0,71,27,0,35,0,96,71,26,23,37,27,37,8,29,4,7,12,76,36,21,30,38,1,49,56,1,10,19,44,14,36,59,16,21,67,62,47,22,61,27,38,60,9,37,18
2010-07-25,32,64,75,92,34,91,100,45,96,85,92,97,46,77,62,35,99,39,78,28,50,31,53,70,89,42,44,44,31,83,75,85,66,64,95,54,30,91,67,76,73,82,36,46,32,85,36,30,36,60,60,89,69,86,78,74,83,1,91,77,90,46,25,20,46,50,0,17,47,45,41,66,40,78,39,84,0,66,77,10,50,40,61,51,93,62,34,69,0,89,28,32,39,11,42,22,70,41,73,4,56,5,70,79,29,58,83,30,48,52,71,56,69,60,33,41,0,74,64,15,16,92,77,45,30,59,82,50,29,31,53,51,30,35,45,29,62,92,33,45,27,30,59,40,22,52,95,30,23,72,87,60,0,45,5,80,2,34,13,46,54,91,51,27,26,16,50,36,9,4,50,0,49,39,0,62,25,0,31,0,98,69,19,19,46,25,34,9,55,4,8,12,70,25,21,36,33,0,41,56,1,20,25,40,27,32,54,12,26,72,49,49,14,45,37,35,69,17,61,16
2010-07-26,26,51,51,70,29,66,30,40,83,55,84,77,38,58,48,32,75,33,67,26,56,23,42,76,60,50,49,39,21,67,58,84,61,66,89,40,5,78,63,58,58,69,29,42,41,66,13,33,32,76,57,80,68,90,81,65,90,0,79,62,74,48,0,11,53,57,0,7,30,40,45,53,53,42,36,78,0,73,73,10,52,22,62,51,85,46,28,31,0,96,30,25,38,65,38,22,37,38,67,0,39,3,44,42,46,65,53,66,43,53,46,54,16,0,28,18,35,67,67,18,13,60,54,36,27,46,65,59,21,30,72,44,25,19,49,23,31,75,21,37,18,45,59,29,15,56,89,29,46,60,58,55,10,39,0,69,1,21,11,42,33,77,38,32,18,32,37,30,5,5,42,0,39,39,24,58,28,0,25,0,87,55,21,19,40,20,31,8,39,6,7,27,50,31,35,30,31,1,23,69,2,23,37,39,17,27,65,8,24,63,30,56,12,26,16,29,60,6,37,15
2010-07-27,26,56,62,73,33,86,18,38,89,71,93,81,43,58,54,27,88,24,68,37,28,21,41,70,72,61,50,37,20,72,56,81,65,71,78,40,44,79,60,82,61,76,24,39,44,93,41,11,26,74,58,75,68,88,83,71,93,3,70,58,81,79,19,20,69,55,0,7,49,71,70,64,36,53,46,82,0,46,77,10,38,33,59,60,86,50,35,10,0,94,30,26,34,33,45,22,30,58,88,8,49,3,41,69,52,62,66,52,52,69,62,53,19,0,39,37,0,74,66,17,12,58,79,38,30,46,71,54,20,24,73,47,23,20,61,25,26,73,21,36,26,61,60,30,23,48,91,15,27,57,51,52,10,36,0,69,1,19,12,31,43,82,38,31,20,48,68,41,8,7,48,0,38,20,12,48,29,0,19,0,90,57,24,23,35,20,32,7,44,7,8,0,50,33,16,25,36,1,38,67,1,0,24,35,27,26,62,7,4,49,30,65,23,41,12,37,59,26,28,11
2010-07-28,30,53,57,71,31,70,61,38,91,70,96,78,41,61,54,31,84,27,78,34,10,35,45,70,63,69,43,38,36,75,55,79,55,61,81,40,11,77,65,100,62,72,22,37,47,79,14,57,29,59,56,77,61,87,82,66,91,1,76,59,82,49,9,16,59,46,0,14,52,48,52,52,35,38,42,83,0,47,69,22,53,32,47,75,84,45,30,31,0,90,31,32,59,75,40,11,49,31,75,13,45,1,27,60,35,53,46,37,48,48,61,43,49,0,31,19,36,72,65,15,11,72,45,37,33,42,62,49,21,24,70,45,21,20,55,29,58,75,24,32,23,39,49,31,14,45,95,23,35,78,65,53,0,37,7,70,1,19,15,33,39,81,51,31,21,20,46,39,6,8,41,24,35,30,24,48,25,0,25,0,89,62,23,19,29,21,38,6,44,9,7,28,46,37,29,27,40,0,48,57,1,0,5,39,27,24,50,11,12,73,44,51,18,64,20,26,64,7,23,8
2010-07-29,27,52,57,73,33,94,58,40,85,66,87,79,42,60,52,43,83,26,76,35,34,30,47,78,83,69,46,38,23,69,52,80,60,66,85,45,11,75,58,79,58,67,29,45,42,88,14,46,30,67,61,80,92,90,82,64,88,0,91,68,75,70,0,20,50,46,0,11,33,41,62,61,38,97,50,76,0,57,73,19,34,37,49,65,83,50,33,21,0,89,28,30,45,17,40,17,57,49,85,3,35,4,57,64,34,65,58,68,39,79,65,54,36,0,29,25,36,71,66,13,13,83,56,35,22,46,68,6,19,23,71,41,25,0,68,31,26,74,24,38,18,23,37,33,19,58,91,23,35,60,64,61,10,33,0,73,1,18,12,33,44,82,0,28,22,24,23,32,6,7,44,0,36,20,12,42,18,0,24,0,87,66,26,20,34,22,32,8,36,10,7,19,31,36,26,27,38,2,39,69,1,8,29,31,14,26,67,11,20,51,27,37,18,48,8,34,65,13,28,16
2010-07-30,30,57,54,85,30,69,81,44,84,82,87,83,32,68,61,42,80,55,76,36,26,31,49,69,61,52,46,37,23,74,65,83,68,83,80,42,66,80,70,76,67,87,24,46,41,86,15,49,29,46,79,81,56,86,80,79,91,0,95,54,75,100,20,25,85,46,0,19,59,73,43,61,48,57,39,80,0,55,82,22,89,34,63,69,85,50,34,34,0,88,30,22,42,36,37,41,73,50,76,17,36,0,60,55,32,69,60,24,69,87,60,45,35,0,29,40,39,79,62,20,12,75,59,42,24,46,72,29,21,30,68,37,29,42,54,24,39,83,26,47,28,63,60,33,14,55,90,48,29,53,62,80,11,40,8,77,1,18,13,44,72,87,69,23,19,13,41,35,10,6,41,0,42,53,26,49,21,29,23,0,86,34,29,15,34,23,34,7,64,6,8,10,57,34,14,19,46,1,43,62,3,8,25,43,33,31,61,5,26,60,25,53,19,59,9,31,60,42,37,13
2010-07-31,34,65,65,100,38,80,77,44,100,80,93,94,46,77,57,51,92,50,92,30,32,41,51,89,80,60,39,44,31,80,70,81,70,77,98,48,52,95,70,81,67,87,30,41,42,73,0,61,38,75,71,86,74,90,79,90,83,0,89,56,76,51,25,24,99,44,0,20,73,64,45,63,31,72,63,88,0,63,70,21,61,47,53,70,84,56,44,0,3,86,26,36,33,33,37,29,63,52,91,7,54,4,56,82,25,65,55,60,70,70,71,57,15,0,32,58,0,86,62,15,15,71,71,50,30,51,81,59,30,35,62,41,35,26,56,25,56,99,27,47,28,39,49,39,23,49,87,50,23,69,72,60,54,43,0,88,2,20,21,51,42,93,17,21,27,32,31,41,10,9,68,0,55,27,16,76,33,0,39,0,95,51,32,28,45,28,46,9,46,8,7,12,54,43,9,31,38,2,56,53,1,0,32,34,32,30,50,8,16,62,31,58,29,54,0,38,60,26,51,11
2010-08-01,33,70,62,91,31,88,65,46,85,82,91,95,49,75,64,47,89,50,93,40,38,39,57,90,87,50,47,38,25,81,74,79,75,89,92,48,30,93,70,78,75,89,33,44,42,79,18,30,30,64,73,88,92,85,80,76,79,0,71,34,87,46,13,25,46,58,0,20,70,32,45,68,39,50,26,76,0,60,71,38,46,30,62,77,88,52,32,42,23,89,31,31,66,100,47,59,60,91,100,21,38,1,44,100,40,74,56,100,64,58,60,49,44,0,31,25,48,69,63,19,13,77,95,54,23,74,74,58,22,29,51,45,18,9,52,32,35,87,25,55,17,35,54,38,17,45,97,20,30,71,70,74,27,50,14,92,2,28,16,51,68,90,17,29,26,11,51,36,6,4,47,0,58,40,32,70,34,0,32,0,95,68,19,28,48,27,43,8,48,11,7,0,60,28,17,29,40,0,39,55,0,21,44,45,23,34,64,10,11,75,54,39,23,56,11,42,73,18,33,11
2010-08-02,28,56,49,78,30,85,55,42,84,79,83,81,45,61,57,48,79,54,75,32,62,51,46,67,59,49,50,36,43,80,64,85,59,77,69,42,39,80,63,81,66,68,25,33,28,75,14,34,31,72,70,81,76,95,82,61,87,1,83,46,82,49,19,24,40,61,0,9,52,41,55,57,30,80,47,73,0,45,63,100,61,25,46,63,89,45,22,31,31,93,37,32,29,25,38,27,42,43,90,43,39,9,42,60,32,57,36,60,27,57,53,49,49,0,24,44,36,66,66,12,12,92,69,32,25,48,67,33,19,23,73,34,21,26,61,24,16,71,21,35,16,45,57,30,22,54,91,60,45,54,60,59,0,33,0,73,1,23,15,35,29,83,39,33,21,12,15,29,8,2,45,24,41,20,12,62,21,0,14,0,86,50,29,16,38,23,30,6,57,7,7,9,47,32,6,27,33,0,25,62,3,0,14,50,7,26,46,12,8,78,20,60,25,51,12,29,59,33,42,12
2010-08-03,29,62,42,74,32,96,52,43,78,74,84,86,37,62,56,44,78,64,81,58,19,52,41,70,59,57,58,38,71,73,52,78,58,66,75,38,34,78,78,82,63,66,25,38,41,84,55,34,31,51,66,79,74,92,82,77,90,0,73,84,79,63,47,32,64,41,25,8,50,55,46,51,54,48,30,82,0,37,66,88,65,30,68,51,84,42,24,52,65,91,37,27,44,25,40,17,70,62,82,19,28,70,48,67,30,73,57,68,55,70,51,39,22,0,23,69,72,75,65,13,12,81,61,37,25,52,61,33,17,23,72,31,20,20,45,20,53,79,23,39,23,26,61,32,16,63,93,30,37,72,56,55,0,34,0,72,1,23,14,33,56,81,26,24,22,16,46,44,6,3,42,0,37,10,0,43,14,0,18,69,88,42,24,22,42,18,36,9,23,6,8,0,54,34,42,19,30,0,33,61,3,8,14,36,21,28,39,11,12,58,10,62,13,34,37,29,68,13,35,15
2010-08-04,29,63,42,77,33,74,24,48,75,76,86,82,35,61,50,48,80,53,82,75,34,45,42,77,58,63,40,37,76,72,62,81,66,75,86,40,28,80,83,69,59,69,23,48,39,86,41,46,26,56,78,78,72,87,81,63,92,0,68,71,80,28,56,21,64,36,51,10,33,58,55,44,39,64,42,88,0,55,57,50,57,34,43,49,89,46,20,63,62,91,37,36,69,33,35,11,72,47,97,29,34,100,42,66,35,57,47,30,60,67,53,47,44,0,22,37,36,70,67,15,10,83,72,38,22,65,61,44,18,25,72,31,30,13,59,14,47,70,26,37,23,36,61,28,18,53,90,60,30,65,58,59,10,34,11,70,1,19,11,32,58,79,51,27,24,24,23,42,7,3,49,0,41,40,12,50,24,0,35,0,89,43,23,18,38,21,42,3,44,7,7,0,41,27,13,29,28,0,34,61,3,0,14,40,31,29,52,9,0,51,30,42,14,49,12,34,65,33,37,14
2010-08-05,37,62,49,78,32,86,49,86,85,67,89,86,38,58,53,48,80,60,79,74,29,45,48,72,60,62,41,36,66,68,64,83,54,84,92,30,17,76,82,80,58,77,19,42,32,67,28,69,33,71,64,79,72,87,82,54,93,1,66,77,80,49,19,30,50,62,51,10,42,56,56,58,40,71,35,86,0,48,67,35,46,30,54,53,87,46,27,32,59,90,36,28,100,42,46,34,60,63,83,38,28,80,42,61,36,61,41,53,65,53,47,44,36,0,24,25,0,76,64,8,10,83,62,33,25,32,63,28,17,27,70,44,20,27,44,12,16,72,19,29,26,30,74,32,19,43,93,15,33,71,59,62,10,33,11,71,1,20,20,22,32,82,65,28,23,25,62,38,6,4,37,0,38,10,25,42,19,27,24,0,88,59,25,19,33,19,43,7,46,6,7,19,44,36,7,27,34,1,47,66,1,8,14,29,14,29,57,7,20,58,27,44,14,32,37,33,65,47,37,10
2010-08-06,91,63,60,79,35,78,49,78,78,63,86,82,37,67,55,54,89,64,74,70,52,44,47,84,65,84,54,39,57,72,58,81,62,70,64,43,18,78,79,92,61,69,22,59,30,65,15,12,31,78,70,78,77,83,81,68,98,0,64,59,75,37,30,26,53,41,27,11,44,51,53,44,56,69,50,87,0,45,83,41,98,27,71,60,86,48,24,34,41,89,36,32,53,36,33,30,47,58,88,29,45,72,35,89,32,62,44,40,64,56,53,43,33,0,23,33,0,81,63,10,12,89,46,39,26,43,69,24,17,25,67,31,20,0,51,16,28,77,20,39,33,31,61,30,21,44,90,16,29,54,66,58,0,39,8,76,1,22,12,45,49,82,14,31,24,35,66,32,5,5,37,0,41,32,13,30,23,0,26,0,90,34,37,16,40,24,39,7,70,3,7,40,46,32,34,24,27,1,30,63,1,0,31,44,7,29,56,7,26,62,40,57,26,45,9,32,67,28,30,17
2010-08-07,100,75,60,85,38,90,80,71,84,87,91,97,36,83,57,62,96,96,88,82,63,50,56,100,69,100,55,43,100,77,69,79,82,88,81,50,30,94,78,81,72,100,29,23,32,66,54,75,31,85,73,87,93,88,76,76,87,4,81,39,70,50,25,28,72,27,100,15,62,45,41,54,43,92,39,83,0,58,78,44,65,23,55,48,89,60,33,28,60,84,34,42,65,66,45,22,47,79,92,11,42,48,27,52,25,79,57,40,67,76,70,50,47,60,26,49,0,99,63,17,12,95,35,49,26,57,76,22,23,25,57,29,22,17,48,27,14,97,27,51,44,30,48,39,22,48,86,30,43,75,65,77,27,48,9,85,1,23,20,39,38,91,0,27,24,37,30,35,8,4,61,0,47,13,16,68,31,0,38,0,94,73,38,28,38,26,40,10,91,4,7,24,74,30,0,26,31,1,27,51,2,10,44,44,14,32,42,11,11,36,40,52,33,49,37,30,73,52,29,9
2010-08-08,86,79,49,87,41,100,65,67,90,90,98,95,34,75,58,62,92,83,87,78,38,46,56,87,73,85,50,43,66,79,82,93,77,66,100,43,52,93,94,88,68,75,31,47,50,100,92,15,37,100,74,91,78,88,79,60,89,0,84,73,100,51,100,31,66,41,67,13,59,100,57,50,29,100,49,86,0,49,81,39,66,45,53,46,92,69,24,14,74,85,37,47,46,44,46,59,81,75,67,39,40,62,51,70,35,81,62,50,49,75,61,57,33,0,32,41,0,80,66,13,10,83,42,52,23,31,79,66,24,33,50,31,31,44,41,34,35,90,27,51,17,30,54,42,16,41,97,10,40,67,78,81,14,46,0,83,1,29,21,42,39,95,17,27,28,21,20,45,9,6,57,0,51,27,48,59,31,36,23,0,100,58,47,22,41,26,32,9,100,8,9,25,69,28,21,30,37,3,33,64,2,21,38,48,18,38,44,10,16,73,40,43,20,38,32,33,75,0,47,26
2010-08-09,66,61,38,77,37,78,42,54,76,61,85,76,36,60,49,55,81,63,73,61,38,43,41,80,54,75,56,36,72,78,55,79,68,54,77,40,28,79,79,79,57,73,23,38,47,83,27,34,29,71,72,81,58,95,81,37,92,6,61,78,80,38,46,24,49,43,0,9,60,54,39,48,29,48,27,88,26,43,79,32,64,26,45,57,91,50,29,41,92,93,44,28,39,8,42,27,59,71,77,42,32,41,32,52,37,73,35,66,50,45,43,44,38,0,23,37,36,65,63,13,12,79,60,36,26,36,72,48,13,24,71,32,23,6,52,25,46,71,20,31,10,32,48,28,21,34,92,44,29,55,63,79,0,35,7,65,1,24,22,26,48,80,51,31,20,24,0,30,7,5,41,0,36,49,24,54,23,26,26,68,89,74,41,21,39,19,24,5,67,4,8,0,52,27,22,23,34,1,26,67,3,0,19,39,14,29,38,9,4,36,40,42,26,45,8,25,73,19,33,15
2010-08-10,68,64,39,75,61,85,66,55,68,67,85,95,32,60,51,63,78,76,71,66,33,41,37,76,50,74,50,35,73,69,49,83,59,77,85,39,44,78,69,68,55,68,19,33,40,70,54,45,27,95,81,83,87,94,82,53,93,65,59,66,82,55,46,22,39,38,25,6,51,47,51,60,55,58,41,100,26,60,60,31,71,24,69,62,93,50,29,10,59,91,45,46,39,49,46,38,72,53,75,31,35,48,41,62,35,66,34,81,41,60,38,46,43,0,21,31,36,77,64,10,10,56,89,40,19,40,73,43,12,23,69,36,22,6,37,22,21,79,21,32,31,29,48,28,22,43,93,52,27,63,49,59,0,34,14,70,1,23,24,42,21,81,13,30,16,24,23,30,5,3,48,23,34,10,36,58,20,26,23,0,89,52,24,17,38,20,36,5,63,8,8,9,51,29,19,21,31,2,31,68,3,8,14,26,14,27,49,7,20,46,26,56,23,35,12,27,64,6,36,19
2010-08-11,59,67,40,70,75,87,52,56,71,61,86,76,32,57,44,59,76,62,80,58,19,48,44,70,49,98,38,36,39,68,67,83,60,70,94,32,40,78,82,83,59,67,19,39,26,76,55,46,30,48,64,75,68,86,84,54,91,100,60,42,81,52,9,28,50,31,25,6,53,34,62,51,53,65,40,92,27,67,79,25,69,23,61,51,89,47,11,0,64,89,43,37,54,25,45,44,53,68,74,54,38,37,51,57,34,67,45,15,51,59,49,40,44,0,21,6,0,69,62,10,10,57,51,35,19,34,62,39,14,21,69,26,22,7,32,24,21,68,21,31,10,46,69,29,20,49,93,30,15,55,54,50,0,34,14,66,1,23,26,37,51,78,26,28,20,28,31,31,7,4,34,24,36,20,24,50,15,27,25,0,86,49,62,15,36,20,32,7,56,4,8,19,65,37,32,18,32,2,41,63,4,23,33,31,21,26,58,10,16,61,44,49,11,36,12,31,63,13,28,10
2010-08-12,60,59,41,69,66,88,40,52,74,64,86,81,34,61,49,64,78,72,73,66,34,52,47,78,52,93,48,35,51,69,59,84,61,67,86,39,69,79,78,77,60,71,17,34,29,72,28,58,27,55,72,77,69,83,84,44,94,46,57,43,85,28,48,26,56,52,0,9,48,49,41,50,41,55,38,92,55,74,74,25,74,23,57,62,91,49,15,11,72,85,45,36,70,26,44,51,46,64,58,35,29,27,40,55,29,68,38,15,47,63,55,38,11,0,21,25,0,75,65,9,12,70,35,37,20,29,69,39,14,20,68,47,22,47,41,26,32,72,20,31,24,47,41,26,14,36,93,15,23,56,62,47,0,29,7,70,1,24,28,29,62,80,13,32,28,4,31,26,9,3,55,24,40,31,12,39,23,0,24,0,88,57,34,17,30,21,33,6,53,1,8,10,54,34,7,28,36,1,37,68,3,16,34,49,11,25,61,9,16,46,24,46,16,38,12,33,68,47,34,17
