date,Stay,Bad Habits,Good 4 U,Rumors,Kiss Me More,Levitating,Industry Baby,Butter,Deja Vu,Montero (Call Me By Your Name),Save Your Tears,Fancy Like,Take My Breath,Peaches,Leave The Door Open,Essence,You Right,Happier Than Ever,Heartbreak Anniversary,Need To Know,Blinding Lights,Glad You Exist,Leave Before You Love Me,Every Chance I Get,Forever After All,Late At Night,Thot Shit,Rapstar,Traitor,Waves,Skate,Without You,Pepas,Heat Waves,Wockesha,Astronaut In The Ocean,Things A Man Oughta Know,Arcade,Lil Bit,Famous Friends,Beautiful Mistakes,Beggin',Country Again,Chasing After You,Volvi,Drinkin' Beer  Talkin' God  Amen ,We Didn't Have Much,If I Didn't Love You,Whole Lotta Money,Cold Beer Calling My Name,2055,Single Saturday Night,Motley Crew,Todo de Ti,A-O-K,Yonaguni,Wild Side,Love Again,Ain't Shit,Drunk (And I Don't Wanna Go Home),You,Memory,You Should Probably Leave,Don't Go Yet,Paralyzed,Permission To Dance,I Was On A Boat That Day,Woman,Tombstone,My Boy,Gyalis,Memory I Don't Mess With,Come Through,You Time,Get Into It (Yuh),Buy Dirt,Cold As You,Mind Of Melvin,Papercuts,Baddest,Cold Heart (PNAU Remix),SUVs (Black On Black),Straightenin,Blame It On You,AM,Hats Off,Knowing You,Over The Top,Brainwashed,my life,Thinking 'Bout You,WUSYANAME,Favorite Crime,Outside,Ball If I Want To,Next Girl,I Like Dat,Steal My Love,Repeat It,5500 Degrees,Telepatia,My Ex's Best Friend,NDA,EPMD 2,Lose,I Hope Ur Miserable Until Ur Dead,Not Sober,Happier,Twerkulator,Fiel,Rare,Best Friend,Mood,One Too Many,Getting Older,Billie Bossa Nova,Oxytocin,I Didn't Change My Number,Way Less Sad,Lost Cause,Halley's Comet,My Future,Build A Bitch,From The Garden,Working,Wants And Needs,Settling Down,Gone,Red Light Green Light,Better Believe,Lick Back,Ski,Brutal,Minimum Wage,Holy Smokes,Still Chose You,Drivers License,Tell The Vision,pov,Bout A Million,Woo Baby,Mr  Jones,More Time,Manslaughter,Demeanor,transparentsoul,Am I The Only One,30,"Jealousy, Jealousy",Calling My Phone,Breaking Up Was Easy In The 90's,The Jackie,Follow You,Volando,4 Da Gang,De Museo,Wasting Time,All I Know So Far,Miss The Rage,Track Star,Renegade,Cry No More,Made For You,Having Our Way,What's Next,Enough For You,Juggernaut,Tell Em,Lemonhead,Lumberjack,Almost Maybes,Hot Wind Blows,Corso,I Don't Do Drugs,Sir Baudelaire,Sweet / I Thought You Wanted To Dance,Massa,RunItUp,Manifesto,Wilshire,Rise,What You Know Bout Love,Time Today,Up,Beat Box,Nobody,No Return,No More Parties,Quicksand,Gang Gang,Pick Up Your Feelings,Avalanche,We're Good,pride is the devil,Still Runnin,How It Feels,Black Hearted,Painting Pictures,Modern Day,Toxic,Solar Power,Malibu,Type Shit,Clueless,Voice Of The Heroes,Heart Of A Giant,Party Lyfe,Go Part 1,Epidemic,Boom,2040,"1 Step Forward, 3 Steps Back",Bloody Canvas,Who I Want,Back In Blood,Still Hood,Okay,Man Of My Word,Medical,Rich Off Pain,Lying,Snowflakes,That's Facts,Your Power,Please,Up The Side,Hope Ur OK,If You Want To,Seeing Green,The Good Ones,Hell Of A View,On Me,Killer,amari,Maybach,Goosebumps,Solid,Hello,The Business,95 south,Drankin N Smokin,Hold On,Wasted On You,Botella Tras Botella,Sun Goes Down,interlude,applying pressure,Streets,100 mil',let go my hand,24 Hours,punchin' the clock,the climb back
2021-07-06,84,46,41,21,59,46,1,33,62,35,34,26,7,61,43,60,74,1,32,51,45,26,60,74,47,50,26,50,50,72,11,80,13,51,28,46,37,62,48,40,41,79,20,37,4,0,25,11,8,20,32,40,8,41,45,9,9,59,41,0,80,84,12,0,65,7,42,59,29,83,40,0,70,81,22,54,45,6,4,61,0,0,32,52,95,39,75,42,15,76,26,18,73,75,47,36,49,13,33,0,49,0,23,0,93,0,11,27,19,58,76,21,84,55,9,0,15,0,37,9,4,73,23,54,81,42,65,67,95,13,50,76,48,87,10,6,88,0,51,0,7,39,75,37,32,0,38,48,41,51,29,46,92,27,41,100,23,14,19,38,60,44,80,13,82,32,36,42,10,45,34,11,82,13,10,24,69,14,40,55,67,11,43,76,43,49,69,40,59,69,47,14,64,1,30,80,10,40,34,77,22,73,6,31,3,4,0,22,30,74,67,14,7,69,34,17,78,32,85,6,90,21,44,25,84,55,8,80,4,40,24,73,31,4,58,56,89,77,76,18,43,74,29,33,13,7,5,73,53,3,48,0,3
2021-07-07,83,43,38,20,53,46,1,33,63,35,37,25,6,61,42,64,78,2,33,53,52,21,46,64,37,53,23,51,47,67,11,77,17,43,41,49,42,60,59,51,44,77,37,60,3,0,25,8,5,7,55,27,16,42,33,7,11,63,46,0,79,86,18,4,49,8,38,55,28,74,34,85,66,84,21,63,58,0,1,83,0,13,28,57,92,41,69,29,18,75,62,11,65,76,76,32,51,24,31,0,45,0,24,0,88,0,7,26,59,60,77,20,85,50,13,0,19,0,37,8,4,76,21,48,79,37,53,63,71,13,23,74,52,84,17,3,84,2,49,0,7,42,83,50,30,0,27,47,24,64,7,46,85,23,25,85,17,12,21,48,61,40,78,10,65,26,38,41,6,42,0,12,82,16,3,0,68,7,40,47,64,42,55,75,29,47,70,29,54,67,31,15,61,4,30,64,9,32,32,82,25,77,19,26,6,8,0,37,23,73,81,28,22,71,35,33,83,47,89,17,88,24,44,29,84,49,6,80,4,46,28,73,30,4,63,62,93,76,77,9,29,75,32,31,14,7,8,73,51,4,49,0,2
2021-07-08,85,47,38,21,56,50,1,35,70,24,36,31,9,66,44,66,81,1,34,59,57,27,53,54,39,43,38,48,58,74,11,84,19,51,64,48,44,66,80,34,39,77,33,49,3,23,0,0,14,41,63,37,22,40,23,8,10,62,46,0,83,92,25,0,71,13,28,61,38,77,27,30,81,83,30,39,58,6,0,91,0,0,29,49,94,37,75,26,10,78,53,17,62,78,66,37,51,27,71,0,44,0,30,0,85,0,3,28,71,57,80,22,89,50,9,0,19,5,43,10,6,84,22,52,78,32,42,68,76,13,12,70,55,90,23,3,82,2,52,0,4,54,74,39,32,0,22,49,34,47,15,34,85,83,37,79,25,11,18,39,61,57,86,6,84,27,33,36,18,40,24,7,88,17,5,0,73,4,46,49,69,44,34,78,53,51,66,28,52,73,49,14,62,2,31,93,6,51,39,85,23,75,7,27,6,16,0,29,25,77,69,14,8,80,46,23,87,33,85,24,90,29,15,29,88,63,5,85,5,48,15,76,33,4,59,62,87,77,77,7,15,74,57,32,13,8,8,75,55,1,51,0,1
2021-07-09,92,55,41,20,69,55,1,39,70,44,40,36,8,76,53,70,79,5,41,52,59,68,84,66,61,44,30,54,55,75,12,83,19,53,44,52,68,70,74,54,42,88,59,47,6,23,0,0,100,28,53,52,100,43,36,9,12,59,46,50,83,88,26,6,67,100,69,61,35,78,34,61,95,82,35,35,45,0,2,59,0,0,42,40,93,26,79,32,17,80,45,13,64,79,92,33,36,0,72,0,48,61,100,0,81,0,4,30,39,57,82,21,94,47,10,2,20,0,48,12,0,75,22,67,77,31,96,72,93,16,41,75,58,87,8,3,80,1,54,0,10,49,77,47,41,63,20,48,17,61,46,66,86,100,60,77,22,16,25,40,65,47,90,12,89,26,32,36,19,49,36,9,92,4,3,13,72,11,43,57,67,45,38,74,42,55,65,35,82,74,28,13,70,3,56,69,6,21,29,86,22,86,18,31,4,0,0,27,21,82,69,59,11,76,31,18,89,50,77,31,91,38,78,30,88,52,5,92,5,61,15,79,33,100,65,57,89,74,72,10,31,87,37,33,17,8,5,79,47,2,60,0,3
2021-07-10,88,58,42,20,73,59,1,41,71,54,43,50,7,92,58,70,77,2,45,58,72,37,86,49,43,46,29,51,60,78,14,88,17,42,37,66,25,79,100,43,56,100,66,58,4,25,29,13,57,61,44,26,93,44,13,8,13,75,54,0,84,82,18,0,72,56,61,67,67,80,33,0,82,83,28,59,34,0,1,80,0,0,51,49,89,42,83,25,9,86,42,13,59,86,100,42,57,28,44,0,50,22,58,0,80,0,3,28,42,60,97,23,89,52,13,1,29,0,81,11,2,77,23,56,68,33,89,74,78,21,18,87,56,72,18,6,57,0,56,0,13,53,77,45,31,46,21,44,56,60,100,61,86,58,30,77,13,17,20,40,70,51,97,16,85,27,52,35,18,54,26,9,90,9,9,41,76,4,41,40,71,55,61,79,61,61,55,31,63,84,67,14,56,4,35,66,19,42,39,89,23,95,7,30,7,36,22,25,23,80,55,16,14,73,36,26,90,85,55,20,79,32,51,30,80,47,6,86,4,46,44,88,38,91,70,70,80,71,60,15,33,76,40,45,21,8,10,84,54,2,63,0,2
2021-07-11,86,44,44,20,73,52,0,41,67,42,38,42,7,94,41,69,74,2,39,52,65,59,57,63,58,44,26,40,55,71,12,83,18,43,31,53,65,73,64,36,37,86,31,67,5,0,0,8,46,7,49,45,73,38,43,6,10,70,53,0,82,79,27,0,68,33,38,64,42,88,32,0,68,84,21,26,32,13,3,71,0,0,54,32,88,40,82,23,25,81,57,13,57,82,48,41,25,7,52,0,43,0,40,0,93,0,7,27,29,58,93,22,88,51,13,0,20,0,51,8,2,74,22,76,65,33,59,70,74,10,65,85,55,56,12,6,49,3,55,0,3,48,71,51,29,22,20,43,18,52,56,56,71,46,34,84,19,11,18,28,66,41,74,19,75,27,57,42,15,48,38,6,79,9,2,26,61,8,35,40,68,65,96,76,51,58,62,45,83,76,58,14,64,4,58,74,7,27,33,85,20,85,12,27,5,4,5,17,23,75,59,16,6,62,35,37,83,53,50,19,81,20,33,26,73,70,6,75,7,47,26,83,36,32,66,62,79,72,58,10,16,74,46,47,13,8,10,83,52,1,51,0,4
2021-07-12,87,43,36,21,61,49,1,34,62,45,34,31,6,72,42,65,84,2,45,60,50,54,63,43,40,43,21,30,53,76,12,80,21,46,33,48,22,61,53,40,36,82,44,31,4,44,0,0,35,47,62,36,61,35,6,7,12,65,44,48,80,89,15,0,52,23,42,60,35,83,19,0,76,82,29,61,54,0,3,84,0,0,21,43,92,38,79,32,8,73,52,12,58,77,77,35,75,7,45,0,42,0,35,0,100,0,10,23,8,52,81,21,89,41,11,0,19,0,42,7,4,75,22,53,79,30,79,66,70,12,27,80,52,75,17,8,86,5,52,0,4,41,79,42,32,20,17,48,50,48,15,50,76,43,16,75,19,10,14,41,62,26,84,11,87,21,43,36,11,47,0,4,86,5,3,24,69,10,43,58,66,54,41,76,45,49,70,18,87,72,74,14,62,2,30,70,12,39,34,78,21,72,15,27,3,20,25,19,26,71,89,0,8,67,40,45,82,48,89,24,93,25,15,27,86,48,7,74,3,42,29,75,32,16,54,59,91,75,75,9,15,77,50,30,13,7,7,84,48,1,45,3,0
2021-07-13,89,44,40,24,69,51,1,33,63,24,36,32,6,77,41,63,84,1,39,62,50,49,63,55,51,50,24,30,58,74,11,84,27,44,26,46,16,65,61,51,36,84,44,34,5,0,51,4,33,27,49,50,55,33,34,6,10,60,47,0,82,92,31,2,63,19,27,60,32,83,25,29,72,84,22,44,41,17,3,92,0,0,28,63,96,44,88,24,20,77,75,10,60,79,62,37,40,13,74,0,44,19,34,0,92,0,9,27,16,61,80,21,93,32,10,0,17,0,88,10,2,78,19,50,80,26,62,67,75,16,39,74,52,86,8,3,85,1,50,0,3,39,79,45,42,20,17,48,25,54,15,42,80,40,21,74,16,12,16,39,67,19,87,6,72,26,43,29,12,56,12,5,87,4,3,24,80,3,46,56,66,38,33,77,43,45,65,22,69,74,43,14,58,1,38,70,9,41,35,85,23,78,26,27,5,4,0,13,24,76,64,28,10,71,39,28,89,43,90,12,87,28,15,28,88,67,5,85,4,38,29,75,32,14,52,56,88,78,82,8,15,81,48,32,12,7,5,78,46,1,47,0,6
2021-07-14,86,42,37,24,66,50,2,34,70,32,33,32,7,71,39,62,77,1,37,57,57,32,79,52,50,48,25,49,57,75,11,82,24,36,35,46,75,63,79,53,38,79,32,57,3,0,25,0,31,39,51,49,68,35,50,6,13,60,46,0,84,90,18,4,53,15,34,60,33,77,36,0,78,80,19,47,51,0,5,53,0,0,19,29,95,38,80,24,16,78,51,10,53,80,90,34,68,12,51,0,42,19,31,0,89,9,7,24,35,58,79,20,87,76,10,0,18,0,37,8,4,76,18,54,78,28,78,66,74,13,16,76,53,90,14,11,87,8,50,0,3,50,75,45,28,20,20,47,33,46,29,39,78,37,36,79,14,10,19,38,65,52,76,15,82,25,46,35,9,56,11,8,87,5,3,0,79,10,42,45,67,27,32,76,53,43,75,25,86,70,42,13,68,4,15,88,12,28,35,81,26,71,11,25,2,4,5,13,29,75,85,0,15,86,36,56,83,74,89,17,87,26,59,31,91,71,7,80,4,40,24,76,31,9,55,64,88,77,78,9,0,73,50,30,13,9,8,80,56,1,48,0,2
2021-07-15,86,48,40,24,63,51,1,34,72,43,41,33,7,71,41,65,80,2,32,65,61,44,76,57,65,51,22,44,59,74,11,81,27,63,48,44,44,65,90,53,49,84,35,59,5,23,0,8,35,48,66,42,58,37,29,7,23,64,53,49,82,91,16,4,62,15,35,60,37,75,43,30,67,81,23,51,44,0,2,74,0,0,38,39,92,71,70,22,12,82,59,9,60,80,73,37,71,7,50,0,50,0,31,0,81,0,6,26,24,61,80,22,88,73,12,0,19,5,64,6,4,87,19,68,79,26,38,67,80,11,32,78,51,91,24,3,84,7,52,0,9,41,76,45,43,62,24,47,25,53,7,44,83,40,11,81,15,13,17,32,66,38,91,15,91,30,37,51,10,46,12,7,92,7,2,0,79,0,48,43,68,28,34,79,46,45,63,52,65,72,44,15,61,0,31,73,11,38,34,83,23,77,13,24,7,8,0,29,25,75,91,29,10,83,34,29,88,55,88,24,89,27,91,26,89,66,5,87,4,56,20,76,31,8,57,52,90,77,84,10,15,76,33,29,12,8,10,97,57,3,52,0,1
2021-07-16,83,54,40,28,57,49,1,34,64,25,38,42,8,72,43,65,81,2,37,74,70,56,67,60,66,46,24,36,62,79,12,80,27,76,37,53,96,75,55,56,36,89,44,29,4,23,0,4,32,42,56,52,59,43,18,7,100,63,48,50,83,89,26,8,64,13,44,58,31,77,16,0,77,84,22,73,62,6,2,87,0,0,22,75,94,56,78,23,5,85,60,10,56,80,80,37,48,13,54,9,50,0,32,0,81,0,9,25,27,58,79,21,92,57,9,0,21,11,39,7,2,69,17,61,78,29,73,66,72,27,41,82,54,87,100,15,78,100,53,77,100,100,82,60,100,0,23,46,26,48,8,41,84,38,22,83,17,13,17,35,63,43,83,10,82,27,49,42,10,49,24,3,97,7,7,38,76,4,42,55,69,51,41,79,44,52,59,39,60,75,33,15,59,2,8,76,9,27,36,87,23,83,11,24,5,8,0,7,27,75,67,30,8,74,34,36,88,84,79,18,93,35,78,28,85,64,5,78,7,49,25,76,33,6,62,63,88,100,73,19,76,77,43,31,13,9,10,93,45,4,53,0,1
2021-07-17,90,59,42,29,68,59,1,38,73,55,45,48,7,95,51,72,78,1,38,68,61,100,100,61,79,63,32,42,67,82,14,86,39,82,49,61,63,83,93,42,44,93,44,44,3,26,89,4,28,39,67,100,60,43,13,8,83,79,48,56,85,89,36,2,81,14,81,67,47,81,33,0,63,84,14,56,37,0,2,93,0,15,19,78,92,37,77,24,10,95,47,8,69,91,77,37,51,22,50,10,46,22,32,0,80,0,10,27,32,56,94,23,94,46,11,0,18,0,58,10,6,72,21,83,72,25,62,74,70,11,50,94,59,73,54,3,58,47,56,100,69,79,83,59,75,0,16,45,19,61,43,44,89,36,60,85,16,17,21,33,74,78,83,3,79,26,39,44,10,52,27,5,93,6,2,14,82,4,36,93,69,44,59,80,94,60,66,27,68,82,56,16,63,3,53,81,14,27,37,93,26,93,23,33,7,18,17,15,24,79,83,16,6,61,31,26,91,50,57,34,86,24,52,27,79,69,6,84,5,47,34,90,38,7,84,86,87,96,64,17,34,78,52,36,15,13,3,100,51,2,56,0,5
2021-07-18,93,52,38,26,69,56,1,39,67,45,38,43,8,92,39,72,74,2,43,74,62,19,75,99,94,46,21,36,62,83,14,89,36,89,24,51,100,79,77,62,44,90,79,59,3,77,30,4,28,23,62,52,40,39,13,10,47,72,48,0,86,86,18,5,70,13,49,70,59,87,29,67,87,82,25,53,47,0,1,94,0,0,33,61,98,33,66,22,15,97,43,7,53,95,93,34,73,8,69,9,44,22,29,0,90,0,4,27,27,63,89,22,94,57,13,1,18,0,58,7,2,70,20,84,72,27,77,76,67,21,100,100,56,75,62,3,57,21,57,43,69,87,75,56,74,23,19,44,57,54,25,47,79,37,24,97,19,12,14,34,66,39,83,8,86,26,53,40,11,53,40,3,89,2,4,0,74,8,37,45,75,50,78,79,48,64,69,36,82,81,49,16,62,4,44,77,16,43,32,93,24,91,8,26,5,5,6,11,23,76,65,16,15,75,38,33,94,43,53,20,92,20,52,29,77,58,8,86,5,36,11,89,39,7,72,75,79,89,59,16,51,79,62,43,17,14,7,90,48,2,57,0,4
2021-07-19,91,43,30,29,57,47,3,32,68,28,31,32,7,67,35,66,81,2,36,73,49,50,59,57,47,37,19,42,61,79,14,82,36,72,27,45,84,66,81,46,34,82,60,53,5,0,0,4,23,27,54,42,41,33,29,8,38,64,36,50,83,86,25,6,81,13,44,59,32,81,50,30,79,83,21,48,49,0,1,66,0,0,29,94,96,44,76,25,17,83,53,6,49,84,63,32,51,13,51,0,42,20,30,1,90,0,5,25,28,55,83,20,90,56,11,1,18,10,56,8,6,70,17,58,79,25,38,66,72,21,24,84,51,73,44,12,83,38,52,42,60,47,85,60,68,21,18,48,51,59,0,40,90,39,32,75,16,12,16,39,62,42,85,6,81,26,50,39,8,43,24,4,92,6,2,12,77,4,45,49,67,61,58,79,38,53,77,32,83,71,60,15,61,3,31,63,8,36,40,87,23,79,18,30,6,4,0,33,24,69,80,29,5,79,37,35,86,28,88,36,84,25,92,27,84,63,6,81,4,50,10,75,33,5,70,58,90,83,75,10,0,77,40,30,12,11,8,89,48,3,54,0,2
2021-07-20,89,42,36,29,68,48,5,33,60,22,38,35,6,64,39,65,82,3,37,71,55,39,76,74,45,40,20,26,59,76,13,83,31,81,29,48,45,62,61,33,37,76,44,39,4,0,0,12,25,70,58,52,42,35,36,7,41,63,44,0,83,89,13,6,70,12,40,59,31,77,52,61,80,82,12,66,52,6,3,82,0,0,15,50,94,35,79,18,20,86,22,9,45,86,27,30,33,42,69,0,41,20,28,0,89,0,12,24,19,61,80,21,88,66,15,0,21,0,57,7,6,75,16,47,79,28,56,67,53,23,49,81,48,81,45,6,80,23,55,52,55,71,76,54,60,42,36,48,26,38,8,45,76,38,16,80,18,9,19,29,59,43,83,13,86,20,37,29,3,41,12,7,96,1,2,13,71,4,50,48,69,62,52,80,56,46,68,29,73,69,45,13,56,2,8,70,5,38,32,91,21,76,14,29,3,12,5,50,26,70,86,30,5,73,37,12,89,73,87,6,89,30,78,31,85,52,5,89,3,36,30,75,31,5,100,70,88,79,74,5,15,77,47,26,16,9,5,86,45,2,48,0,4
2021-07-21,86,45,37,29,56,46,4,32,55,28,33,39,7,66,37,63,75,3,30,79,41,23,73,58,77,40,17,41,56,77,13,79,30,84,34,45,62,64,78,23,38,77,44,75,5,0,0,20,28,35,67,29,27,33,30,5,38,64,39,0,82,86,29,9,61,10,36,61,30,75,60,30,68,81,26,52,31,0,6,62,0,0,27,56,92,40,74,21,21,83,34,6,47,86,82,37,36,7,38,63,44,0,26,0,87,0,10,24,23,60,79,21,87,55,8,0,21,0,48,7,4,73,17,57,77,21,48,66,64,26,33,82,54,83,57,9,85,17,52,34,45,50,77,82,72,0,42,50,43,51,15,44,88,33,27,78,21,14,16,37,59,31,89,12,89,28,39,38,6,31,0,3,91,3,7,0,76,0,49,49,81,62,34,76,29,45,64,29,77,69,39,15,51,2,16,83,6,29,29,96,26,75,14,29,5,8,0,37,24,74,94,0,13,57,37,36,86,28,85,37,95,20,0,27,82,52,8,72,3,39,5,74,32,5,81,63,94,78,66,9,15,73,34,22,13,9,3,79,60,1,47,0,3
2021-07-22,86,46,34,35,57,46,7,31,60,30,35,40,9,69,39,66,83,3,34,77,52,36,75,74,51,44,16,28,55,77,13,85,31,66,34,49,73,63,64,47,28,76,52,69,3,25,0,30,25,60,66,15,37,33,25,6,34,67,36,0,83,87,28,32,72,9,43,61,32,78,56,0,80,87,33,62,51,0,3,72,0,0,29,38,93,44,72,25,12,84,78,9,53,81,91,37,21,45,39,39,48,0,28,0,85,0,8,25,14,60,83,22,86,69,13,0,19,6,66,10,0,84,15,52,82,22,42,69,54,100,53,83,54,84,36,9,77,12,53,42,58,56,84,68,63,0,36,48,37,46,25,39,80,36,35,79,19,13,16,34,64,34,87,13,77,29,44,41,7,41,65,8,92,8,0,0,78,0,43,49,81,49,34,78,37,46,55,24,75,72,54,17,57,3,34,76,7,21,39,88,27,85,10,28,4,13,6,32,27,74,77,16,0,59,28,32,85,36,86,13,99,37,17,27,86,60,8,90,4,39,5,77,34,5,72,58,91,78,81,9,33,77,60,28,14,10,6,88,62,5,52,3,1
2021-07-23,83,53,36,36,60,50,100,29,77,33,36,44,7,75,39,65,80,3,38,77,55,60,77,56,53,44,19,34,53,77,16,84,40,70,43,48,33,69,99,48,39,79,59,63,3,55,32,100,25,82,60,56,32,35,28,6,32,74,31,0,83,90,19,100,72,11,47,61,41,84,36,0,84,85,19,55,59,0,3,73,0,0,9,59,92,50,76,43,21,89,39,5,44,84,36,34,99,8,42,42,42,0,26,0,77,0,100,24,23,59,86,22,90,63,12,0,21,0,67,8,0,70,17,68,76,27,66,70,73,90,44,83,49,78,61,100,74,28,52,25,32,79,83,43,52,0,27,47,41,48,36,43,88,32,26,77,15,10,15,35,63,55,87,14,77,20,44,41,7,44,28,3,87,5,2,0,77,4,42,43,78,53,42,76,46,50,63,31,87,74,26,15,59,3,9,83,7,46,39,88,23,86,13,27,4,0,0,98,23,75,94,35,9,65,36,7,88,33,80,14,82,32,0,23,87,51,6,83,3,33,30,79,34,4,85,65,84,67,68,10,0,77,62,28,18,8,9,93,41,2,50,0,2
2021-07-24,88,55,34,36,67,49,93,35,64,41,44,58,9,86,42,73,83,2,39,72,70,62,75,38,53,53,17,39,54,80,23,84,45,69,35,51,37,79,90,51,47,84,55,47,5,51,30,85,25,46,51,26,40,37,13,7,38,89,39,0,84,85,14,87,68,9,89,69,32,89,40,33,75,83,20,64,50,0,3,82,0,0,24,67,95,39,67,26,14,92,33,8,44,85,76,36,73,23,52,60,55,67,21,1,77,0,74,25,27,60,90,22,93,49,13,1,20,0,72,8,2,65,18,71,71,22,67,74,56,45,41,92,55,71,46,39,55,12,56,14,29,61,79,52,46,23,24,44,10,54,51,54,88,37,18,89,18,11,16,40,61,34,85,2,100,25,64,34,7,50,27,3,88,6,4,14,79,4,37,38,79,37,63,78,69,58,59,38,62,80,37,17,58,2,44,74,5,36,27,87,22,98,15,31,4,9,6,37,21,74,71,0,0,74,41,13,88,49,55,14,93,32,0,25,77,57,5,72,5,27,39,91,38,5,75,63,85,69,60,12,17,72,38,41,21,8,4,98,44,3,55,0,6
2021-07-25,92,51,31,36,69,47,67,38,65,44,40,45,10,92,33,71,79,2,34,76,64,37,79,49,52,45,20,45,61,83,70,86,42,71,43,48,87,78,74,30,34,79,71,75,3,0,0,36,26,38,61,52,37,37,26,6,33,87,38,0,84,85,43,70,72,9,27,74,38,90,60,33,77,83,27,72,29,0,1,83,0,0,24,55,97,46,78,33,12,96,43,5,48,95,59,42,66,36,47,37,41,44,24,0,87,0,48,22,31,56,90,24,93,53,10,1,24,0,29,7,4,74,14,100,68,18,71,75,68,35,41,94,54,63,24,45,53,15,61,19,37,58,79,55,38,0,25,45,19,44,0,100,82,43,42,89,16,8,18,40,70,51,78,5,91,24,54,40,7,52,40,8,85,5,4,0,74,0,35,34,78,87,66,80,60,58,57,36,92,83,49,16,55,4,53,92,17,24,35,91,21,91,8,28,5,9,6,15,23,75,82,0,14,69,34,52,90,37,54,27,100,26,68,26,74,59,5,79,4,34,11,89,43,4,76,76,87,70,55,14,17,75,48,44,12,9,5,95,49,3,59,3,8
2021-07-26,90,44,28,41,56,41,47,31,55,24,31,39,6,73,29,65,78,2,30,73,45,43,71,58,43,42,12,39,55,78,100,79,55,62,21,41,60,63,94,29,31,61,40,41,4,0,52,27,21,40,71,9,27,29,34,5,29,67,34,48,82,86,22,59,63,8,54,64,35,78,54,0,66,83,15,50,70,0,1,69,0,0,21,72,96,51,71,31,13,80,32,8,51,79,66,34,69,25,41,35,41,19,25,0,90,0,44,20,26,53,81,21,89,53,11,0,27,0,25,6,5,82,14,70,77,25,21,64,61,35,47,81,53,81,24,20,84,18,52,12,32,62,84,59,48,0,18,47,66,49,29,49,82,32,36,80,13,14,16,42,62,11,84,11,88,29,40,32,8,40,0,5,93,3,3,0,81,3,44,46,71,27,41,76,48,45,63,25,75,71,27,14,59,2,15,65,9,37,28,85,21,87,11,25,2,8,0,48,25,69,97,0,5,59,28,17,85,11,90,24,84,17,15,27,89,72,8,87,3,52,24,76,34,5,72,65,95,75,76,7,15,74,21,30,12,8,5,82,55,3,47,0,4
2021-07-27,86,43,28,48,59,41,34,30,58,33,30,37,9,64,34,64,83,4,31,74,52,16,65,68,25,53,16,40,55,77,28,84,52,59,49,42,32,62,74,33,31,64,46,61,4,0,26,19,19,40,60,27,35,29,51,5,24,66,33,0,82,90,15,61,56,8,54,61,30,89,71,0,76,81,20,46,70,6,4,59,0,0,26,24,91,43,86,34,14,77,51,6,40,77,81,34,23,7,48,51,35,0,22,0,88,0,31,22,22,57,79,22,90,71,13,0,22,0,38,8,4,71,12,58,81,22,49,68,58,30,20,81,52,79,16,25,77,11,51,16,35,54,75,40,43,0,19,48,16,49,22,48,74,30,41,74,13,12,13,41,56,56,74,18,80,22,41,45,6,39,23,4,88,4,2,0,80,3,40,50,68,64,50,78,40,42,72,37,75,70,16,16,59,2,0,77,3,28,35,81,21,75,20,23,5,12,0,25,27,69,99,14,10,66,41,17,87,64,87,18,89,21,15,26,89,60,6,80,4,50,10,74,32,5,58,66,89,75,81,9,44,75,35,25,14,8,6,79,47,1,48,0,1
2021-07-28,88,43,25,53,64,56,38,31,59,39,29,34,7,66,32,65,79,5,30,77,46,22,73,53,49,41,16,31,53,80,21,85,50,58,24,41,71,64,39,44,31,55,52,65,5,0,26,12,16,34,76,5,22,31,34,5,28,59,28,49,82,86,25,66,73,7,47,62,40,82,60,0,75,82,20,54,34,0,2,66,0,0,21,53,95,46,77,35,22,76,40,4,44,79,52,37,19,27,32,17,39,39,25,1,87,0,40,25,17,58,79,22,89,59,12,1,21,0,34,8,7,76,13,70,77,26,46,64,64,28,63,80,49,78,36,14,75,9,53,29,20,62,73,42,62,20,19,50,42,51,22,39,78,35,16,72,13,12,14,37,60,23,87,6,83,26,37,42,7,37,0,1,85,1,2,24,80,3,43,41,65,44,39,75,36,50,71,26,55,71,38,20,59,2,0,83,8,30,35,79,24,73,9,24,6,12,0,13,26,70,85,14,8,75,34,17,83,65,90,6,88,29,60,29,89,57,6,78,4,29,19,73,31,5,66,57,88,71,78,6,44,75,30,22,11,7,4,85,51,1,49,0,4
